entrezId	sym	refseqIds	refseqProtIds
124274	GPR139	NM_001002911.2	NP_001002911.1
255349	TMEM211	NM_001001663.1	NP_001001663.1
100132215	LOC100132215	NR_033389.1,NR_027069.1	
648570	LOC648570	XR_108935.1,XR_171768.1,XR_113199.1	
100132234	LINC00543	XR_133025.1,XR_132735.1,XR_171997.1	
255374	MBLAC1	NM_203397.1	NP_981942.1
100132240	LOC100132240	XR_133247.1,XR_132800.1,XR_171175.1	
101060242	LOC101060242	XM_003960269.1	XP_003960318.1
100132247	LOC100132247	NM_001135865.1	NP_001129337.1
100132249	LOC100132249	XR_171779.1,XR_132890.2	
255394	TCP11L2	NM_152772.1	NP_689985.1
255403	ZNF718	NM_001039127.3	NP_001034216.1
100132272	LOC100132272	XR_109540.1,XR_172292.1,XR_111868.1	
100132273	NDUFA6-AS1	XR_172382.1,NR_034118.1	
255411	LOC255411	NR_029448.1,NR_029449.1	
100132285	KIR2DS2	NM_012312.2	NP_036444.1
100132287	LOC100132287	NR_028322.1	
100132288	TEKT4P2	NR_038328.1,NR_038327.1,NR_038329.1	
255426	RASGEF1C	NM_175062.3	NP_778232.2
124359	CDYL2	NM_152342.2	NP_689555.2
100132304	LOC100132304	XR_132686.2,XR_171134.1	
101180901	IPO11-LRRC70	NR_073584.1	
100132336	LOC100132336	XM_001714378.3	XP_001714430.1
124401	ANKS3	NR_040252.1,NM_133450.3,NM_001242929.1	NP_597707.1,NP_001229858.1
124402	UBALD1	NM_145253.2	NP_660296.1
648691	LOC648691	NR_027426.1	
124404	SEPT12	NM_144605.4,NM_001154458.2	NP_001147930.1,NP_653206.2
100132341	CLUHP3	NR_024034.1	
255480	TBX5-AS1	NR_038440.1	
124411	ZNF720	NM_001130913.1	NP_001124385.1
255488	RNF144B	NM_182757.3	NP_877434.2
100132354	LOC100132354	NR_024478.1	
100132356	LOC100132356	NR_034127.1	
100423026	MIR4299	NR_036184.1	
255512	LOC255512	NR_029409.1	
124446	TMEM219	NM_194280.3,NM_001083613.1	NP_919256.1,NP_001077082.1
255520	ELMOD2	NM_153702.3	NP_714913.1
386593	CHKB-CPT1B	NR_027928.2	
100132386	KRTAP4-9	NM_001146041.1	NP_001139513.1
648740	ACTG1P4	NR_024438.2	
386597	RNF144A-AS1	NR_033997.1	
124454	EARS2	NM_001083614.1,NR_003501.1	NP_001077083.1
23524	SRRM2	NM_016333.3	NP_057417.3
124460	SNX20	NM_182854.2,NM_153337.2,NM_001144972.1	NP_878274.1,NP_699168.1,NP_001138444.1
386607	ZFP91-CNTF	NR_024091.1	
101180976	IFNL4	NR_074079.1,NM_001276254.2	NP_001263183.2
100132403	FAM157B	NM_001145249.1	NP_001138721.1
100132406	NBPF10	NM_001039703.5	NP_001034792.4
648761	LOC648761	XM_003846786.1	XP_003846834.1
386618	KCTD4	NM_198404.2	NP_940686.2
100132417	FCGR1C	NR_027484.1	
386627	FLJ38109	NR_037897.1	
124491	TMEM170A	NM_145254.1	NP_660297.1
648791	PPP1R3G	NM_001145115.1	NP_001138587.1
386653	IL31	NM_001014336.1	NP_001014358.1
124512	METTL23	NM_001206983.1,NM_001206986.1,NM_001206987.1,NR_038193.1,NM_001080510.3,NM_001206984.1,NM_001206985.1	NP_001193915.1,NP_001073979.3,NP_001193916.1,NP_001193913.1,NP_001193912.1,NP_001193914.1
100423029	MIR3163	NR_036121.1	
648809	EFTUD1P1	NR_036652.1	
100132463	CLDN24	NM_001185149.1	NP_001172078.1
386672	KRTAP10-4	NM_198687.1	NP_941960.1
386674	KRTAP10-6	NM_198688.2	NP_941961.2
386675	KRTAP10-7	NM_198689.2	NP_941962.1
386676	KRTAP10-9	NM_198690.2	NP_941963.2
386677	KRTAP10-1	NM_198691.2	NP_941964.2
386678	KRTAP10-11	NM_198692.2	NP_941965.2
124535	HSF5	NM_001080439.1	NP_001073908.1
386680	KRTAP10-5	NM_198694.2	NP_941967.2
386681	KRTAP10-8	NM_198695.2	NP_941968.2
124538	OR4D2	NM_001004707.3	NP_001004707.1
386683	KRTAP12-3	NM_198697.2	NP_941970.2
124540	MSI2	NM_138962.2,NM_170721.1	NP_620412.1,NP_733839.1
386685	KRTAP10-12	NM_198699.1	NP_941972.1
100132481	LOC100132481	XR_108479.1,XR_112533.1,XR_171404.1	
255626	HIST1H2BA	NM_170610.2	NP_733759.1
255631	COL24A1	NM_152890.5	NP_690850.2
124565	SLC38A10	NM_001037984.1,NM_138570.2	NP_001033073.1,NP_612637.1
100132506	FAM197Y3	XM_001716449.1	XP_001716501.1
100423031	MIR4321	NR_036207.1	
386724	AMIGO3	NM_198722.2	NP_942015.1
255654	LOC255654	NR_040002.1	
124583	CANT1	NM_138793.3,NM_001159772.1,NM_001159773.1	NP_620148.1,NP_001153244.1,NP_001153245.1
124590	USH1G	NM_173477.2	NP_775748.2
100132529	LOC100132529	XR_111593.3,XR_109319.3,XR_172170.1	
124599	CD300LB	NM_174892.2	NP_777552.2
124602	KIF19	NM_153209.3	NP_694941.2
386757	SLC6A10P	NR_003083.2	
386758	ZNF582-AS1	NR_037160.1,NR_037159.1,NR_037161.1	
124626	ZPBP2	NM_199321.2,NM_198844.2	NP_942141.2,NP_955353.1
100132565	GOLGA8F	NR_033351.1	
124637	CYB5D1	NM_144607.4	NP_653208.2
101060253	LOC101060253	XM_003960664.1	XP_003960713.1
124641	OVCA2	NM_080822.2	NP_543012.1
100132581	SPDYE9P	XM_001722903.6,XM_003960406.1,XM_002344367.5	XP_001722955.6,XP_003960455.1,XP_002344408.5
255725	OR52B2	NM_001004052.1	NP_001004052.1
100132594	PGAM1P5	NR_077225.1	
100132596	XGPY2	NR_003254.1	
255738	PCSK9	NM_174936.3	NP_777596.2
101060254	LOC101060254	XM_003960270.1	XP_003960319.1
255743	NPNT	NM_001033047.2,NM_001184690.1,NM_001184692.1,NM_001184691.1,NM_001184693.1	NP_001171619.1,NP_001028219.1,NP_001171622.1,NP_001171621.1,NP_001171620.1
100132618	ZRANB2-AS1	NR_038420.1	
255758	TCTEX1D2	NM_152773.4	NP_689986.2
255762	PDZD9	NR_033694.1,NM_173806.3	NP_776167.2
648987	LOC648987	NR_034085.1,NR_034086.1	
255783	PRR24	NM_178511.5,NR_037675.1	NP_848606.3
255798	C3orf43	NM_001077657.1	NP_001071125.1
255809	C19orf38	NM_001136482.1	NP_001129954.1
124739	USP43	NM_001267576.1,NM_153210.4	NP_694942.3,NP_001254505.1
255812	SDHAP1	NR_003264.2	
100132677	BSN-AS2	NR_038866.1	
124751	KRBA2	NM_213597.2	NP_998762.1
100423037	MIR3176	NR_036137.1	
101060257	LOC101060257	XM_003960596.1	XP_003960645.1
100132705	LOC100132705	XM_001715205.2,XM_003960816.1	XP_001715257.1,XP_003960865.1
100132707	LOC100132707	NR_024477.1,NR_024476.1	
100132708	CYP4F30P	NR_023391.1	
124773	C17orf64	NM_181707.2	NP_859058.2
124783	SPATA32	NM_152343.2	NP_689556.2
100132724	DCAF13P3	NR_027642.1	
124790	HEXIM2	NM_144608.1	NP_653209.1
100132731	LOC100132731	XM_003403421.3,XM_003960332.1,XM_003403772.3	XP_003403469.1,XP_003403820.1,XP_003960381.1
100132735	LOC100132735	NR_038399.1	
124801	LSM12	NM_152344.3	NP_689557.1
255877	BCL6B	NM_181844.3	NP_862827.1
124808	CCDC43	NM_001099225.1,NM_144609.2	NP_001092695.1,NP_653210.2
124817	CNTD1	NM_173478.2	NP_775749.2
101060259	LOC101060259	XM_003960446.1	XP_003960495.1
100132774	KDM4A-AS1	NR_033827.1	
124842	TMEM132E	NM_207313.1	NP_997196.1
649133	LOC649133	NR_038829.1	
255919	CNEP1R1	NM_153261.4	NP_694993.2
101060260	LOC101060260	XR_171206.1	
255926	ADAM5	NR_001448.1	
255928	SYT14	NM_001256006.1,NM_001146262.2,NR_027459.2,NM_153262.3,NM_001146264.2,NM_001146261.2	NP_001242935.1,NP_001139736.1,NP_001139733.1,NP_001139734.1,NP_694994.2
124857	WFIKKN2	NM_175575.5	NP_783165.1
649159	LINC00273	NR_038368.1	
124872	B4GALNT2	NM_153446.2,NM_001159388.1,NM_001159387.1	NP_703147.2,NP_001152859.1,NP_001152860.1
100132815	LOC100132815	XR_172274.1,XR_109587.2,XR_111844.2	
387032	ZKSCAN4	NM_019110.3	NP_061983.2
649179	PRAMEF24P	XR_109745.2,XR_172367.1,XR_112255.2	
387036	GUSBP2	NR_003504.3	
255967	PAN3	NM_175854.7	NP_787050.6
100132832	LOC100132832	NR_028058.1	
100423042	MIR4276	NR_036236.1	
124912	SPACA3	NM_173847.3	NP_776246.1
387065	HMGA1P7	NR_037938.1	
387066	SNHG5	NR_003038.2	
124923	SGK494	NM_001174103.1	NP_001167574.1
124925	SEZ6	NM_001098635.1,NM_178860.4	NP_001092105.1,NP_849191.3
65263	PYCRL	NM_023078.3	NP_075566.2
124930	ANKRD13B	NM_152345.4	NP_689558.4
256006	ANKRD31	NM_001164443.1	NP_001157915.1
124935	SLC43A2	NM_152346.1	NP_689559.1
124936	CYB5D2	NM_001254755.1,NM_144611.3,NM_001254756.1	NP_001241684.1,NP_653212.1,NP_001241685.1
387082	SUMO4	NM_001002255.1	NP_001002255.1
124944	C17orf49	NM_001142798.2,NM_174893.3,NM_001142799.2	NP_001136271.1,NP_001136270.1,NP_777553.1
256021	LOC256021	NM_001256375.1,NR_046160.1,NR_046159.1,NM_001256374.1,NM_001256373.1	NP_001243303.1,NP_001243304.1,NP_001243302.1
649238	LOC649238	XM_003960092.1,XM_003846441.1,XM_003960840.1	XP_003960141.1,XP_003960889.1,XP_003846489.1
387097	C6orf147	NR_027005.1	
100132891	LOC100132891	NR_033651.1,NR_033652.1	
387103	CENPW	NM_001012507.2	NP_001012525.1
387104	SOGA3	NM_001012279.2	NP_001012279.1
124961	ZFP3	NM_153018.2	NP_694563.1
100132900	LOC100132900	XM_001719315.2	XP_001719367.2
387111	LINC00222	NR_033376.1	
124975	GGT6	NM_153338.2,NM_001122890.1	NP_001116362.1,NP_699169.2
649264	CES5AP1	NR_037839.1	
100132913	LOC100132913	XR_133552.1,XR_110495.1,XR_159543.1,XR_133551.1	
256051	ZNF549	NM_001199295.1,NM_153263.2	NP_694995.2,NP_001186224.1
100132916	FAM159B	NM_001164442.1	NP_001157914.1
387129	NPSR1	NM_207172.1,NM_207173.1	NP_997055.1,NP_997056.1
100132923	FAM66D	NR_027425.1,XR_171720.1	
124989	EFCAB13	NM_001195192.1,NM_152347.4	NP_001182121.1,NP_689560.3
100132929	FAM25B	NM_001137556.1	NP_001131028.1
124995	MRPL10	NM_145255.3,NR_037575.1,NM_148887.2	NP_660298.2,NP_683685.1
100132932	FAM197Y9	XM_001716169.2	XP_001716221.2
124997	WDR81	NM_001163809.1,NM_001163811.1,NM_001163673.1,NM_152348.3	NP_001157283.1,NP_001157281.1,NP_001157145.1,NP_689561.2
256076	COL6A5	NM_153264.5,NR_022012.1	NP_694996.5
100132948	FAM27C	NR_027421.1	
100132963	SMIM9	NM_001162936.1	NP_001156408.1
100132967	FAM223A	NR_027401.1	
649330	LOC649330	NM_001146181.1	NP_001139653.1
100132979	GOLGA8DP	NR_027407.1	
125050	RN7SK	NR_001445.2	
100132987	LINC00856	NR_038985.1	
256126	SYCE2	NM_001105578.1	NP_001099048.1
125058	TBC1D16	NM_001271845.1,NM_019020.3,NM_001271844.1,NM_001271846.1	NP_001258773.1,NP_001258774.1,NP_061893.2,NP_001258775.1
125061	AFMID	NM_001010982.4,NM_001145526.2,NR_027083.1	NP_001138998.1,NP_001010982.2
100132999	LOC100132999	XR_159171.1,XR_159112.1,XR_171212.1	
649352	LOC649352	NR_046415.1	
256144	OR4C3	NM_001004702.1	NP_001004702.1
256148	OR4S1	NM_001004725.1	NP_001004725.1
256158	HMCN2	XM_001726942.3,XM_001715154.3,XM_003960462.1	XP_003960511.1,XP_001715206.1,XP_001726994.1
101060147	LOC101060147	XR_171042.1,XR_171660.1,XR_171103.1,XR_171043.1,XR_171661.1,XR_171104.1,XR_172503.1,XR_172502.1	
100133036	FAM95B1	NR_026759.1	
100133039	LOC100133039	XR_112484.3,XR_110031.3,XR_171364.1	
649395	LOC649395	NR_029404.1	
387254	SLC7A5P2	NR_002594.1	
125111	GJD3	NM_152219.3	NP_689343.3
125113	KRT222	NM_152349.2	NP_689562.1
100133050	LOC100133050	NR_027503.1	
125115	KRT40	NM_182497.3	NP_872303.2
100133053	CXorf51B	NM_001244892.1	NP_001231821.1
387263	C6orf120	NM_001029863.1	NP_001025034.1
387264	KRTAP5-1	NM_001005922.1	NP_001005922.1
387266	KRTAP5-3	NM_001012708.2	NP_001012726.1
387267	KRTAP5-4	NM_001012709.1	NP_001012727.1
387273	KRTAP5-10	NM_001012710.1,XM_003846553.1	NP_001012728.1,XP_003846601.1
100133077	LOC100133077	XR_110101.1	
125144	C17orf76-AS1	NR_027171.1,NR_027170.1,NR_027175.1,NR_027159.1,NR_027176.1,NR_027173.1,NR_027172.2,NR_045029.1,NR_027168.2,NR_027667.1,NR_027169.1,NR_027164.1,NR_027167.1,NR_027179.1,NR_027178.1,NR_045022.1,NR_027162.1,NR_027163.1,NR_027166.1,NR_027165.1,NR_045023.1,NR_027160.1,NR_027161.1,NR_027158.1,NR_045025.1,NR_045024.1,NR_045021.1,NR_045027.1,NR_045026.1,NR_027177.1,NR_027174.1,NR_045028.1	
125150	ZSWIM7	NM_001042698.1,NM_001042697.1	NP_001036162.1,NP_001036163.1
256223	CDRT15L2	NM_001190790.1	NP_001177719.1
256227	STEAP1B	NM_001164460.1,NM_207342.2	NP_997225.1,NP_001157932.1
100133093	FAM25G	NM_001137549.1	NP_001131021.1
649446	DLGAP1-AS1	NR_024101.1	
256236	NAPSB	NR_002798.1	
125170	SMCR7	NM_139162.3,NM_148886.1,NM_001144900.1	NP_631901.2,NP_683684.2,NP_001138372.1
387316	VN1R10P	NR_045612.1	
387319	HIST1H2APS1	NR_045125.1	
100133121	FAM27B	NR_027422.1	
100133123	LOC100133123	NR_045260.1	
387332	TBPL2	NM_199047.2	NP_950248.1
387338	NSUN4	NR_045790.1,NM_199044.3,NR_045789.1,NM_001256127.1,NR_045791.1,NM_001256128.1	NP_001243056.1,NP_950245.2,NP_001243057.1
125206	SLC5A10	NM_001042450.2,NM_001270649.1,NR_073067.1,NM_001270648.1,NM_152351.4	NP_001257578.1,NP_001257577.1,NP_001035915.1,NP_689564.3
100133144	UBE2Q2P3	NR_024474.1	
256281	NUDT14	NM_177533.4	NP_803877.2
387357	THEMIS	NM_001010923.2,NM_001164685.1,NM_001164687.1	NP_001158159.1,NP_001158157.1,NP_001010923.1
256297	PTF1A	NM_178161.2	NP_835455.1
125228	FAM210A	NM_152352.3,NM_001098801.1	NP_689565.2,NP_001092271.1
256302	C17orf103	NM_152914.2	NP_690878.2
100133171	SPANXB2	NM_145664.1	NP_663697.1
100133172	FAM66A	NR_026789.1	
256309	CCDC110	NM_001145411.1,NM_152775.3	NP_689988.1,NP_001138883.1
100133190	ADIRF-AS1	XR_171863.1,XR_110430.3,XR_111094.3	
256329	C11orf35	NM_173573.2	NP_775844.2
100133204	C9orf147	XR_133532.1,XR_171816.1,XR_108968.1	
100133205	LINC00240	NR_026775.2	
100133207	LOC100133207	XR_111476.2,XR_110242.2,XR_172059.1	
256355	RPS2P32	NR_026676.1	
256356	GK5	NM_001039547.2,NR_033289.1	NP_001034636.1
256364	EML3	NM_153265.2	NP_694997.2
256369	LINC00521	NR_024182.1,NR_024184.1,NR_024183.1	
100133234	SBF1P1	NR_027765.1	
101060275	LOC101060275	XR_172144.1	
256380	SCML4	NM_198081.3	NP_932347.2
100133251	LOC100133251	XM_001715959.1,XM_003960422.1,XM_003846709.1	XP_001716011.1,XP_003960471.1,XP_003846757.1
256394	SERPINA11	NM_001080451.1	NP_001073920.1
100133267	LOC100133267	NM_001195257.1	NP_001182186.1
125336	LOXHD1	NM_001173129.1,NM_001145473.2,NM_144612.6,NM_001145472.2	NP_001166600.1,NP_001138945.1,NP_653213.6,NP_001138944.1
387486	LINC00320	NR_024090.1	
100133286	LOC100133286	NR_040084.1	
387496	RASL11A	NM_206827.1	NP_996563.1
256435	ST6GALNAC3	NM_001160011.1,NM_152996.2	NP_694541.2,NP_001153483.1
387509	GPR153	NM_207370.2	NP_997253.2
100133308	RSU1P2	NR_024472.1	
100133311	HOXA-AS3	NR_038832.1,NR_038831.1	
387521	TMEM189	NM_001162505.1,NR_027889.1,NM_199129.2	NP_954580.1,NP_001155977.1
387522	TMEM189-UBE2V1	NM_199203.2	NP_954673.1
100133315	LOC100133315	NR_029192.1	
100133331	LOC100133331	NR_028327.1	
256471	MFSD8	NM_152778.2	NP_689991.1
256472	TMEM151A	NM_153266.3	NP_694998.1
780776	TVP23A	NM_001079512.2	NP_001072980.1
387590	TPTEP1	NR_001591.1	
387597	ILDR2	NM_199351.2	NP_955383.1
387601	SLC22A25	NM_199352.3	NP_955384.3
256536	TCERG1L	NM_174937.3	NP_777597.2
125476	INO80C	NM_001098817.1,NM_194281.3	NP_001092287.1,NP_919257.2
101060281	LOC101060281	XM_003960196.1	XP_003960245.1
387628	KGFLP1	NR_003674.2,NR_047527.1	
125488	TTC39C	NM_001135993.1,NM_001243425.1,NM_153211.3	NP_001230354.1,NP_001129465.1,NP_694943.2
780851	SNORD3A	NR_006880.1	
780852	SNORD3B-2	NR_003924.1	
780853	SNORD3C	NR_006881.1	
387638	C10orf113	NM_001177483.1,NM_001010896.2	NP_001010896.2,NP_001170954.1
387640	SKIDA1	NM_207371.3	NP_997254.3
387644	LINC00202-1	NR_026795.1	
387646	LRRC37A6P	NR_003525.1	
387647	PTCHD3P1	NR_003930.1	
100133445	LOC100133445	NR_037844.1	
100526664	LY75-CD302	NM_001198759.1,NM_001198760.1	NP_001185689.1,NP_001185688.1
256586	LYSMD2	NM_153374.2,NM_001143917.1	NP_001137389.1,NP_699205.1
100133461	LOC100133461	NR_034136.1	
387680	FAM21A	NM_001005751.1	NP_001005751.1
100526693	ARPC4-TTLL3	NM_001198793.1	NP_001185722.1
100526694	MSANTD3-TMEFF1	NM_001198812.1	NP_001185741.1
387694	SH2D4B	NM_207372.2,NM_001145719.1	NP_997255.2,NP_001139191.1
387695	C10orf99	NM_207373.2	NP_997256.1
387700	SLC16A12	NM_213606.3	NP_998771.3
387707	CC2D2B	NM_001001732.3,NM_001159747.1	NP_001153219.1,NP_001001732.2
387712	ENO4	NM_001242699.1	NP_001229628.1
256643	CXorf23	NM_198279.3	NP_938020.2
387718	TEX36	NM_001128202.1	NP_001121674.1
387720	LOC387720	XR_111130.3,XR_109027.3,XR_171874.1	
387723	LOC387723	NR_034125.1	
100526737	RBM14-RBM4	NM_001198845.1,NM_001198846.1	NP_001185775.1,NP_001185774.1
100526739	APITD1-CORT	NM_001243768.1,NM_001270517.1,NR_037187.1,NM_199006.2,NM_198544.3	NP_001230697.1,NP_950171.2,NP_940946.1,NP_001257446.1
100526740	ATP5J2-PTCD1	NM_001198879.1	NP_001185808.1
387733	IFITM5	NM_001025295.2	NP_001020466.1
387742	FAM99A	NR_026643.1	
387748	OR56B1	NM_001005180.2	NP_001005180.1
283078	MKX	NM_173576.2,NM_001242702.1	NP_775847.2,NP_001229631.1
387751	GVINP1	NR_003945.1	
100526760	ABHD14A-ACY1	NR_037192.1	
100133545	MRPL23-AS1	NR_024471.1	
387755	INSC	NM_001031853.3,NM_001042536.1	NP_001027024.3,NP_001036001.1
387758	FIBIN	NM_203371.1	NP_976249.1
100526767	RNF103-CHMP3	NM_001198954.1	NP_001185883.1
414152	C10orf105	NM_001168390.1,NM_001164375.2	NP_001157847.1,NP_001161862.1
256691	MAMDC2	NM_153267.4	NP_694999.3
100526772	TMEM110-MUSTN1	NM_001198974.2	NP_001185903.2
100526773	EPPIN-WFDC6	NM_001198986.1	NP_001185915.1
387775	SLC22A10	NM_001039752.3	NP_001034841.3
387778	SPDYC	NM_001008778.1	NP_001008778.1
256710	GLIPR1L1	NM_152779.2	NP_689992.1
256714	MAP7D2	NM_001168465.1,NM_001168467.1,NM_152780.3,NM_001168466.1	NP_001161939.1,NP_001161938.1,NP_001161937.1,NP_689993.2
387787	LIPT2	NM_001144869.1	NP_001138341.1
23532	PRAME	NM_206955.1,NM_206954.1,NM_006115.3,NM_206956.1,NM_206953.1	NP_006106.1,NP_996838.1,NP_996837.1,NP_996839.1,NP_996836.1
649946	RPL23AP64	NR_003040.2	
387804	VSTM5	NM_001144871.1	NP_001138343.1
100526820	CAHM	NR_037593.1	
100526825	INMT-FAM188B	NR_037598.1	
100133612	LOC100133612	NR_024455.1	
100526830	SLX1A-SULT1A3	NR_037608.1	
100526831	SLX1B-SULT1A4	NR_037609.1	
100526832	PHOSPHO2-KLHL23	NM_001199290.1	NP_001186219.1
100526833	SEPT5-GP1BB	NR_037611.1,NR_037612.1	
100526835	FPGT-TNNI3K	NM_001199327.1,NM_001112808.2	NP_001186256.1,NP_001106279.1
100526836	BLOC1S5-TXNDC5	NR_037616.1	
100526837	EEF1E1-MUTED	NR_037618.1	
100526842	RPL17-C18orf32	NM_001199356.1,NM_001199355.1	NP_001186285.1,NP_001186284.1
387836	CLEC2A	NM_001130711.1	NP_001124183.1
387837	CLEC12B	NM_001129998.1,NM_205852.2	NP_995324.2,NP_001123470.1
387841	RPL13AP20	NR_003932.2	
125704	FAM69C	NM_001044369.2	NP_001037834.2
387849	REP15	NM_001029874.1	NP_001025045.1
387856	C12orf68	NM_001013635.3	NP_001013657.3
100133669	LOC100133669	NR_026913.1	
387882	C12orf75	NM_001145199.1	NP_001138671.1
387885	CCDC42B	NM_001144872.1	NP_001138344.1
256815	C10orf67	NM_153714.2	NP_714925.2
387890	TMEM233	NM_001136534.1	NP_001130006.1
387893	SETD8	NM_020382.3	NP_065115.3
387895	LOC387895	NR_033878.1	
387911	C1QTNF9B	NM_001007537.1	NP_001007538.1
387914	SHISA2	NM_001007538.1	NP_001007539.1
387921	NHLRC3	NM_001017370.2,NM_001012754.3,NR_073109.1	NP_001017370.1,NP_001012772.1
387923	SERP2	NM_001010897.1	NP_001010897.1
256880	LOC256880	NR_002799.1	
100133746	LOC100133746	XR_158882.1,XR_172088.1	
256892	OR51F1	NM_001004752.1	NP_001004752.1
387978	C14orf23	NR_026732.1,NR_026731.1	
387990	TOMM20L	NM_207377.2	NP_997260.1
256933	NPB	NM_148896.3	NP_683694.1
388007	SERPINA13P	NR_015340.1	
388011	C14orf64	NR_015430.1	
650157	LOC650157	XM_003960285.1,XM_001129774.4,XM_001727011.3	XP_001727063.3,XP_003960334.1,XP_001129774.4
388015	RTL1	NM_001134888.2	NP_001128360.1
125875	CLDND2	NM_152353.2	NP_689566.1
388021	TMEM179	NM_207379.1	NP_997262.1
256957	C17orf66	NM_152781.2	NP_689994.2
125893	ZNF816	NM_001202457.1,NM_001031665.2,NM_001202456.1	NP_001189385.1,NP_001189386.1,NP_001026835.1
256979	SUN3	NM_001030019.1,NM_152782.3	NP_001025190.1,NP_689995.3
283129	C11orf85	NM_001037225.1	NP_001032302.1
256987	SERINC5	NM_001174072.1,NM_178276.5,NM_001174071.1	NP_001167542.1,NP_001167543.1,NP_840060.1
125919	ZNF543	NM_213598.3	NP_998763.2
257000	TINCR	NR_027064.1	
125931	CEACAM20	NM_001102598.1,NM_001102597.1,NM_001102599.1,NM_001102600.1	NP_001096067.1,NP_001096068.1,NP_001096070.1,NP_001096069.1
650226	LOC650226	NR_029420.1	
257019	FRMD3	NM_001244962.1,NM_001244960.1,NM_174938.5,NM_001244961.1,NM_001244959.1	NP_001231888.1,NP_001231891.1,NP_001231889.1,NP_777598.3,NP_001231890.1
125950	RAVER1	NM_133452.2	NP_597709.2
125958	OR7D4	NM_001005191.2	NP_001005191.1
204962	SLC44A5	NM_152697.4,NM_001130058.1	NP_689910.2,NP_001123530.1
125962	OR7G1	NM_001005192.2	NP_001005192.2
125963	OR1M1	NM_001004456.1	NP_001004456.1
125965	COX6B2	NM_144613.4	NP_653214.2
388115	C15orf52	NM_207380.2	NP_997263.2
125972	CALR3	NM_145046.4	NP_659483.2
388121	TNFAIP8L3	NM_207381.2	NP_997264.2
650267	LOC650267	XM_003846725.2	XP_003846773.2
388125	C2CD4B	NM_001007595.2	NP_001007596.2
100133920	LOC100133920	NR_024443.3	
125988	C19orf70	NM_205767.1	NP_991330.1
257062	CATSPERD	NM_152784.3	NP_689997.3
388135	C15orf59	NM_001039614.1	NP_001034703.1
101060298	LOC101060298	XM_003960198.1	XP_003960247.1
257068	PLCXD2	NM_001185106.1,NM_153268.3	NP_695000.1,NP_001172035.1
125997	MBD3L2	NM_144614.3	NP_653215.2
126003	TRAPPC5	NM_001042462.1,NM_174894.2,NM_001042461.2	NP_001035927.1,NP_777554.1,NP_001035926.1
650293	LOC650293	NM_001040071.1	NP_001035160.1
126006	PCP2	NM_001271830.1,NM_174895.2	NP_001258759.1,NP_777555.1
388152	LOC388152	NR_027001.1	
126014	OSCAR	NM_133168.3,NM_130771.3,NM_206818.1,NM_133169.3	NP_573399.1,NP_570127.2,NP_996554.1,NP_573398.1
126017	ZNF813	NM_001004301.3	NP_001004301.2
388165	UBE2Q2P1	NR_003661.2	
257101	ZNF683	NM_173574.2,NM_001114759.1	NP_001108231.1,NP_775845.2
257106	ARHGAP30	NM_181720.2,NM_001025598.1	NP_859071.2,NP_001020769.1
283150	FOXR1	NM_181721.2	NP_859072.1
388182	FLJ42289	NR_028140.1,NR_028139.1	
100509541	LOC100509541	XR_111289.1	
100133985	LOC100133985	NR_024444.1	
101060300	LOC101060300	XR_171155.1	
388199	PRR25	NM_001013638.1	NP_001013660.1
100133995	LOC100133995	XR_133476.2	
388210	LOC388210	XM_003960647.1,XM_370934.10,XM_001716361.5	XP_001716413.5,XP_003960696.1,XP_370934.9
126068	ZNF441	NM_152355.2	NP_689568.2
126069	ZNF491	NM_152356.3	NP_689569.2
126070	ZNF440	NM_152357.2	NP_689570.2
257144	GCSAM	NM_001190259.1,NM_001190260.1,NM_152785.4	NP_001177189.1,NP_689998.1,NP_001177188.1
126074	SWSAP1	NM_175871.3	NP_787067.2
126075	CCDC159	NM_001080503.2	NP_001073972.2
100134015	UBOX5-AS1	NR_038395.1	
650368	LOC650368	NR_024248.1	
388228	SBK1	NM_001024401.2	NP_001019572.1
257160	RNF214	NM_001077239.1,NM_207343.2	NP_001070707.1,NP_997226.2
257169	C9orf43	NM_152786.1	NP_689999.1
388242	LOC388242	NR_002556.1	
100134040	LOC100134040	XR_158818.1,XR_159098.1	
257177	C1orf192	NM_001013625.3	NP_001013647.2
126119	JOSD2	NM_001270641.1,NM_001270639.1,NM_138334.3,NM_001270640.1,NM_001270686.1	NP_001257570.1,NP_001257569.1,NP_001257615.1,NP_001257568.1,NP_612207.1
257194	NEGR1	NM_173808.2	NP_776169.2
126123	IZUMO2	NM_152358.2	NP_689571.2
388272	C16orf87	NM_001001436.2	NP_001001436.1
126129	CPT1C	NM_152359.2,NM_001199752.1,NM_001199753.1,NM_001136052.2	NP_001186681.1,NP_689572.1,NP_001186682.1,NP_001129524.1
257202	GPX6	NM_182701.1	NP_874360.1
257203	DSCR9	NR_026719.2	
388276	C16orf97	NM_001242473.1	NP_001229402.1
126133	ALDH16A1	NM_001145396.1,NM_153329.3	NP_001138868.1,NP_699160.2
388282	LOC388282	XR_159181.1,XR_111582.1,XR_172166.1,XR_109306.2	
388284	C16orf86	NM_001012984.2	NP_001013002.2
388289	C16orf47	XR_111595.2,XR_172172.1,XR_109294.2	
257218	SHPRH	NM_001042683.2,NM_173082.3	NP_775105.1,NP_001036148.2
126147	NTN5	NM_145807.1	NP_665806.1
100291105	LOC100291105	XR_172326.1,XR_109627.1	
