journalCount	pubName	pubSynonyms	titles	webservers	journalEIssns	journalIssns	uid	countries	languages
1	NLM Instituto Internacional Americano de Proteccióna la Infancia	Instituto Internacional Americano de Proteccióna la Infancia	Boletín del Instituto Internacional Americano de Protección a la Infancia.			0366-1849	14820030R	Uruguay	eng
1	NLM Aids Vaccine Initiative	International Aids Vaccine Initiative	IAVI report : newsletter on international AIDS vaccine research.	iavireport.org	1816-6261	1816-6253	9810937	United States	eng
2	NLM Dō Gakkai	Dō Gakkai	Nihon Kokyūki Gakkai zasshi = the journal of the Japanese Respiratory Society.|Nihon Shika Zairyo Kikai Gakkai zasshi. The Journal of the Japan Research Society of Dental Materials & Appliances.	jrs.or.jp	1343-3490|	1345-9538|	9808802|7505757	Japan	jpn
1	NLM Positive Directions	Positive Directions	Positive Directions news : a support and information network of people with HIV/AIDS, their families, friends and providers.				100891227	United States	eng
1	NLM Indian Council of Agricultural Research	Indian Council of Agricultural Research	The Indian journal of animal sciences.			0367-8318	0221656	India	eng
5	NLM Health Research User's Trust Fund	Lagos University Medical Society|Health Research User's Trust Fund|West African College Of Physicians And West African College Of Surgeons|Faculty of Medicine, Makerere University	West African journal of medicine.|Nigerian quarterly journal of hospital medicine.|Tanzania journal of health research.|Tanzania health research bulletin.|African health sciences.	bioline.org.br|ajol.info	||||1729-0503	0189-160X|0189-2657|1821-6404|0856-6496|1680-6905	8301891|9713944|101479163|101262014|101149451	Nigeria|Tanzania|Uganda	eng
1	NLM Calcutta [1928	Calcutta [1928-	Homoeopathic bulletin.				17410500R	India	eng
3	NLM Us Atomic Energy Commission Technical Information Service	Us Atomic Energy Commission, Technical Information Service	WASH [reports].|ORO [reports].|TID [reports].		||	|0272-4774|	21830810R|21830640R|21830730R	United States	eng
1	NLM Poona City	Poona City	Indian journal of ophthalmology.				17540040R	India	eng
9	NLM Urban Und Schwarzenberg	Urban Und Schwarzenberg	International journal of clinical pharmacology and biopharmacy.|Advances in clinical pharmacology.|International journal of clinical pharmacology, therapy and toxicology.|Zeitschrift für Vitamin-, Hormon- und Fermentforschung.|Wiener Zeitschrift für innere Medizin und ihre Grenzgebiete.|Wiener tierärztliche Monatsschrift.|Strahlentherapie. Sonderbände.|Monatsschrift für Ohrenheilkunde und Laryngo-Rhinologie.|Zeitschrift für Biologie.		||||||||	0340-0026|0303-2671|0300-9718|0373-0220|0043-5376|0043-535X|0371-3822|0026-9328|	7505527|0430232|7505528|21810150R|7502231|0413611|0404544|7513648|1302046	Austria|Germany	mul|ger|eng
1	NLM Biolife	Biolife	International journal of immunopathology and pharmacology.			0394-6320	8911335	Italy	eng
24	NLM Medknow	Medknow Publications Pvt. Ltd|Medknow Publications|Medknow|Australian Biotechnology Association|Physiological Society of Nigeria|African Journal of Health Sciences|Women's Health and Action Research Centre|East African Public Health Association	Australasian biotechnology.|African journal of health sciences.|Nigerian journal of physiological sciences : official publication of the Physiological Society of Nigeria.|East African journal of public health.|African journal of reproductive health.|Journal of cancer research and therapeutics.|African journal of paediatric surgery : AJPS.|Annals of African medicine.|Nigerian journal of clinical practice.|Noise & health.|Saudi journal of gastroenterology : official journal of the Saudi Gastroenterology Association.|Annals of Saudi medicine.|Indian journal of medical microbiology.|Journal of the Indian Society of Pedodontics and Preventive Dentistry.|Indian journal of dermatology, venereology and leprology.|Indian journal of pathology & microbiology.|Indian journal of ophthalmology.|Nigerian medical journal : journal of the Nigeria Medical Association.|Indian journal of pharmacology.|Neurology India.|Indian journal of cancer.|Indian journal of dermatology.|Journal of postgraduate medicine.|Indian journal of medical sciences.	njcponline.com|bibpurl.oclc.org|jisppd.com|afrjpaedsurg.org|cancerjournal.net|bioline.org.br|annalsafrmed.org|jpgmonline.com|ijdvl.com|noiseandhealth.org|e-ijd.org|ijp-online.com|ijmm.org|indianjcancer.com|saudijgastro.com|indianjmedsci.org|nigeriamedj.com|ijpmonline.org|medind.nic.in|neurologyindia.com|annsaudimed.net|ijo.in	|||||1998-4138|0974-5998|0975-5764||1998-4030|1998-4049|0975-4466|1998-3646|1998-3905|0973-3922|0974-5130|1998-3689|2229-774X|1998-3751|1998-4022|1998-4774|1998-3611||1998-3654	1036-7128|1022-9272|0794-859X|0856-8960|1118-4841|0973-1482|0189-6725|1596-3519|1119-3077|1463-1741|1319-3767|0256-4947|0255-0857|0970-4388|0378-6323|0377-4929|0301-4738|0300-1652|0253-7613|0028-3886|0019-509X|0019-5154|0022-3859|0019-5359	9113681|9439497|8811109|101302040|9712263|101249598|101255062|101231417|101150032|9815620|9516979|8507355|8700903|8710631|7701852|7605904|0405376|0315137|7902477|0042005|0112040|0370750|2985196R|0373023	Kenya|Nigeria|Australia|India|Tanzania	eng
1	NLM Published for the Association by Zimmerman and Leonard	[Published for the Association by Zimmerman & Leonard	Executive housekeeping today			0738-6583	8915365	United States	eng
1	NLM Japan Society of Human Genetics	Japan Society of Human Genetics	The Japanese journal of human genetics.			0916-8478	9213239	Japan	eng
1	NLM OR Manager	OR Manager, Inc	OR manager.			8756-8047	8700332	United States	eng
1	NLM Published by the Centre for Professional Development in Health Sciences and the Centre for Nursing and Health Care Practices Southern Cross University in association with the Holistic Nurses Association of Australia	Published by the Centre for Professional Development in Health Sciences and the Centre for Nursing & Health Care Practices, Southern Cross University in association with the Holistic Nurses Association of Australia	The Australian journal of holistic nursing.			1322-8803	100886426	Australia	eng
1	NLM Published by SPIE  the Society for Optical Engineering in cooperation with Biomedical Optics Society	Published by SPIE--the International Society for Optical Engineering in cooperation with International Biomedical Optics Society	Journal of biomedical optics.	spiedigitallibrary.aip.org	1560-2281	1083-3668	9605853	United States	eng
1	NLM Refik Saydam Merkez Hifzissihha Enstitüsü	Refik Saydam Merkez Hifzissihha Enstitüsü	Türk hijiyen ve tecrübi biyoloji dergisi.			0049-4844	7605189	Turkey	eng
1	NLM Brooks Air Force Base Texas	Brooks Air Force Base, Texas	Technical documentary report. SAM-TDR.				22410750R	United States	eng
1	NLM Companhia Editora Medico Biologica Brasileira	Companhia Editora Medico-Biologica Brasileira	Revista brasileira de pesquisas médicas e biológicas.			0034-7310	0140423	Brazil	eng
1	NLM Philippine College of Surgeons	Philippine College Of Surgeons	Philippine journal of surgery and surgical specialties.			0370-0267	0200355	Philippines	eng
1	NLM Polish Medical Alliance	Polish Medical Alliance	Polish medical history and science bulletin.			0007-5051	9427068	United States	eng
1	NLM Foundation of the Canadian College of Health Service Executives	Foundation of the Canadian College of Health Service Executives	Healthcare management forum			0840-4704	8805307	Canada	eng
1	NLM East Lansing Mich	East Lansing, Mich	M. S. C. veterinarian.				18410180R	United States	eng
1	NLM Update	Update Publications	Dental update.			0305-5000	7805969	England	eng
1	NLM Stichting tot Wetenschappelijke Voorlichting op Voedings Gebied	Stichting tot Wetenschappelijke Voorlichting op Voedings Gebied	Voeding.			0042-7926	0413603	Netherlands	dut
1	NLM AIDS Society	International AIDS Society	Journal of the International AIDS Society	jiasociety.org	1758-2652		101478566	Switzerland	eng
1	NLM Pisa [1933 1970?	Pisa [1933-1970?]	Bollettino - Società medico-chirurgica di Pisa.				7506957	Italy	eng
1	NLM Health Management	Health Management Publications	Ostomy/wound management.	o-wm.com	1943-2720	0889-5899	8912029	United States	eng
1	NLM Medical Center of The University of Alabama Birmingham	Medical Center Of The University Of Alabama, Birmingham	The Alabama journal of medical sciences.			0002-4252	0376521	United States	eng
1	NLM Loma Linda University And The School of Dentistry Alumni Association	Loma Linda University And The School Of Dentistry Alumni Association	Loma Linda University Dentist Magazine.				9883833	United States	eng
1	NLM American Marketing Association	American Marketing Association	Marketing health services.	ama.org		1094-1304	9891646	United States	eng
1	NLM Giuseppe Messina	Giuseppe Messina	Stomatologia mediterranea : SM.			1120-9402	8508471	Italy	ita
1	NLM E R Squibb and Sons	E. R. Squibb & Sons	Squibb memoranda.				20940250R	United States	eng
1	NLM All India Dental Association	All India Dental Association	The Journal of the All India Dental Association.			0377-0516	7503054	India	eng
1	NLM Helmut Haase	Helmut Haase Verlag	Dental echo.			0011-8575	0372754	Germany	eng
1	NLM American Institute of Oral Biology	American Institute Of Oral Biology	Annual meeting - American Institute of Oral Biology.			0098-6119	7501078	United States	eng
1	NLM Rudolf Virchow Medical Society	Rudolf Virchow Medical Society	Proceedings of the Rudolf Virchow Medical Society in the City of New York.			0080-4797	7505891	United States	eng
1	NLM Taehan Ch'ikwa Kijae Hakhoe	Taehan Ch'ikwa Kijae Hakhoe	Ch'ikwa Kijae Hakhoe chi. The Journal of the Korea Research Society for Dental Materials.	kadm.org		0302-5772	0411425	Korea (South)	kor
1	NLM Sociedade Latino Americana De Cirurgia Plastica	Sociedade Latino Americana De Cirurgia Plastica	Revista latinoamericana de cirugía plástica.			0034-9755	7601969	Brazil	eng
2	NLM Joint Commission Resources	Joint Commission Resources	Joint Commission journal on quality and patient safety|Joint Commission journal on quality and safety.	ingentaconnect.com|jcrinc.com	|1549-425X	1553-7250|1549-3741	101238023|101166696	United States	eng
1	NLM Seattle Treatment Education Project	Seattle Treatment Education Project	STEP perspective.				9888939	United States	eng
1	NLM Brooklyn Medical	Brooklyn Medical Press	Experimental medicine and surgery.			0014-4878	0435437	United States	eng
1	NLM Pulsus [for the] Canadian Society for Clinical Pharmacology	Pulsus Group [for the] Canadian Society for Clinical Pharmacology	The Canadian journal of clinical pharmacology = Journal canadien de pharmacologie clinique.	cjcp.ca		1198-581X	9804162	Canada	eng
1	NLM Centro Nacional de Informacion de Ciencias Medicas	Centro Nacional de Informacion de Ciencias Medicas	Revista cubana de estomatología.			0034-7507	0023661	Cuba	spa
4	NLM British Institute of Radiology	British Institute of Radiology|British Institute Of Radiology	BJR supplement|Dento maxillo facial radiology.|British journal of radiology. Supplement.|The British journal of radiology.	dmfr.birjournals.org|bjr.birjournals.org	|1476-542X||1748-880X	0961-2653|0250-832X|0306-8854|0007-1285	9011426|7609576|0400650|0373125	England	eng
1	NLM Meharry Medical College	Meharry Medical College	The Meharri-Dent.			0025-8725	18630360R	United States	eng
1	NLM Social And Rehabilitation Service	Social And Rehabilitation Service	The Social and rehabilitation record.			0092-7759	0415065	United States	eng
1	NLM Osaka University	Osaka University	Biken journal.			0006-2324	0373117	Japan	eng
1	NLM Department of Physiology All India Institute of Medical Sciences Etc	Dept. Of Physiology, All-India Institute Of Medical Sciences Etc	Indian journal of physiology and pharmacology.	ijpp.com		0019-5499	0374707	India	eng
1	NLM Massachusetts Dental Society	Massachusetts Dental Society	Journal of the Massachusetts Dental Society.			0025-4800	7503082	United States	eng
1	NLM The Bureau	The Bureau	Public affairs report : bulletin of the Bureau of Public Administration.			0033-3417	9877789	United States	eng
1	NLM Lisboa	[Lisboa]	Gazeta médica portuguesa.				17040250R	Portugal	por
1	NLM Eleventh District Dental Society of The State of New York	Eleventh District Dental Society Of The State Of New York	Bulletin of the Eleventh District Dental Society.			0013-6166	7507027	United States	eng
1	NLM Philippine Medical Association	Philippine Medical Association	Journal of the Philippine Medical Association.				7503102	Philippines	eng
1	NLM Medical Association of Georgia	Medical Association Of Georgia	Journal of the Medical Association of Georgia.			0025-7028	7505620	United States	eng
1	NLM Heymans Institute of Pharmacology	Heymans Institute of Pharmacology	Archives internationales de pharmacodynamie et de thérapie.			0003-9780	0405353	Belgium	eng
2	NLM Association for the Advancement of Medical Instrumentation	Assn. for the Advancement of Medical Instrumentation	Clinical engineering.|Clinical engineering news.		|	0149-290X|0094-7245	7706553|0432523	United States	eng
1	NLM PMH	PMH Publications	The journal of family planning and reproductive health care	select.ingentaconnect.com	2045-2098	1471-1893	101087687	England	eng
1	NLM Bulgarian Academy of Science	Bulgarian Academy Of Science	Acta physiologica et pharmacologica Bulgarica.			0323-9950	7512568	Bulgaria	eng
1	NLM Direzioni Generale Di Sanita Militare Marittima	Direzioni Generale Di Sanita Militare Marittima	Annali di medicina navale.			0392-9418	0373072	Italy	ita
1	NLM Miller Company	Miller Publishing Company	Geriatric nursing.			0435-5733	0046433	United States	eng
1	NLM National Medical Association	National Medical Association	Journal of the National Medical Association.	nmanet.org		0027-9684	7503090	United States	eng
3	NLM Jossey Bass	Jossey-Bass|Jossey-Bass Publishers	Journal of healthcare information management : JHIM.|Nonprofit management & leadership.|New directions for child development.	himss.org	||	1099-811X|1048-6682|0195-2269	9815773|9885985|8104414	United States	eng
1	NLM Glendale Calif	[Glendale, Calif.]	Journal of projective techniques.				0052130	United States	eng
1	NLM Haworth Medical	Haworth Medical Press	Journal of neuro-AIDS.			1069-7438	9613966	United States	eng
1	NLM M And H Schaper	Verlag M And H Schaper	DTW. Deutsche tierärztliche Wochenschrift.			0341-6593	7706565	Germany	ger
1	NLM Council of Medical Research	Council Of Medical Research	The Indian journal of medical research.	medind.nic.in|icmr.nic.in		0971-5916	0374701	India	eng
5	NLM Detroit	[Detroit]|Detroit	Henry Ford Hospital medical bulletin.|Bulletin.|Alexander Blain Hospital bulletin.|The Grace Hospital bulletin.|Harper Hospital bulletin.		||||	|0096-5219|0097-1820|0093-3724|	0124331|18210310R|14720440R|0414333|17240050R	United States	eng
1	NLM Shute Foundation for Medical Research	Shute Foundation for Medical Research	The Summary.				21030210R	Canada	eng
4	NLM The Council	The Council	The Journal of state government|Proceedings of the National Science Council, Republic of China. Part B, Life sciences.|Health care newsletter|Biology and human affairs : a British Social Hygiene Council publication.		|||	1043-2248|0255-6596||0006-3355	9883142|8502426|9877954|8213039	United States|China (Republic : 1949- )|England	eng
1	NLM Zhonghua yi xue hui; Zhongguo yi xue ke xue yuan Liu xing bing xue wei sheng wu xue yan jiu suo	Zhonghua yi xue hui; Zhongguo yi xue ke xue yuan Liu xing bing xue wei sheng wu xue yan jiu suo	Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi.	zhlxbx.periodicals.net.cn		0254-6450	8208604	China	chi
1	NLM Hacettepe Medical Center	Hacettepe Medical Center	The Turkish journal of pediatrics.	turkishjournalpediatrics.org		0041-4301	0417505	Turkey	eng
1	NLM Chmielorz	Chmielorz	Arbeiten aus dem Paul-Ehrlich-Institut (Bundesinstitut für Impfstoffe und biomedizinische Arzneimittel) Langen/Hessen.				101590917	Germany	eng
1	NLM Peter Peregrinus	Peter Peregrinus	Medical & biological engineering.			0025-696X	0043417	England	eng
1	NLM Marmara University Faculty of Dentistry	Marmara University, Faculty of Dentistry	Journal of Marmara University Dental Faculty.			1018-5992	9114162	Turkey	eng
1	NLM Editions la Pensée sauvage	Editions la Pensée sauvage	Revue de médecine psychosomatique.			0298-3850	8712300	France	fre
1	NLM AcademyHealth	AcademyHealth	Findings brief : health care financing & organization.	hcfo.net	1553-0302		101149237	United States	eng
1	NLM Journal of Clinical Orthodontics	Journal of Clinical Orthodontics	Journal of clinical orthodontics : JCO.			0022-3875	0243471	United States	eng
9	NLM Washington Institute of Medicine	Washington Institute of Medicine	Pan American medical woman's journal.|Quarterly review of surgery, obstetrics and gynecology.|International record of medicine and general practice clinics.|Quarterly review of pediatrics.|Quarterly review of psychiatry and neurology.|Journal of clinical and experimental psychopathology.|General practice clinics.|Quarterly review of medicine.|Quarterly review of obstetrics and gynecology.		||||||||	|0096-543X|0097-1650||||0097-1634|0096-7114|0096-9230	19520100R|60020130R|9881794|19940320R|59930270R|17840130R|17110330R|19940290R|60020540R	United States	mul|eng
1	NLM Indian Institute for Biochemistry and Experimental Medicine	Indian Institute for Biochemistry and Experimental Medicine	Annals of biochemistry and experimental medicine.			0365-0642	0002045	India	eng
1	NLM Ryandic	Ryandic Publishing	Psychiatric medicine.			0732-0868	8301688	United States	eng
1	NLM Mead Johnson	Mead Johnson	Mead Johnson Symposium on Perinatal and Developmental Medicine.			0190-0749	7806609	United States	eng
1	NLM Association of American Physicians and Surgeons	Association of American Physicians and Surgeons	Bulletin of the Association of American Physicians and Surgeons				9429836	United States	eng
1	NLM Society of Male Nurses	Society Of Male Nurses	The male nurses' journal.				0073774	England	eng
1	NLM Ke xue zhu ban she	Ke xue zhu ban she	Huan jing ke xue= Huanjing kexue			0250-3301	8405344	China	chi
4	NLM Johns Hopkins	Johns Hopkins Press	Johns Hopkins medical journal. Supplement.|The Johns Hopkins medical journal.|Supplements to the Bulletin of the history of medicine.|Bulletin of the Johns Hopkins Hospital.		|||	0091-7400|0021-7263||0097-1383	0334432|0072456|7905480|7503449	United States	eng
1	NLM Govt Print off	Govt. Print. Off	Bulletin.				9427282	United States	eng
1	NLM 2010  : Beijing : b Baishideng	2010- : Beijing : b Baishideng Pub	World journal of gastroenterology : WJG.	wjgnet.com		1007-9327	100883448	China	eng
1	NLM Kyushu Teikoku Daigaku Igakubu	Kyushu Teikoku Daigaku Igakubu	Fukuoka igaku zasshi = Hukuoka acta medica.			0016-254X	9423321	Japan	jpn
2	NLM Casa Editrice Licinio Cappelli	Casa Editrice Licinio Cappelli	Annali italiani di chirurgia.|Bollettino d'oculistica.	annaliitalianidichirurgia.com	2239-253X|	0003-469X|0006-677X	0372343|0372535	Italy	ita
1	NLM Chatham For The Psychosomatics Institute	Chatham Press For The International Psychosomatics Institute	International journal of psychosomatics : official publication of the International Psychosomatics Institute.			0884-8297	8409613	United States	eng
2	NLM Menasha Wis	Menasha, Wis	Marriage and family living.|The Centaur of Alpha Kappa Kappa.		|	0885-7059|	0253777|16110090R	United States	eng
3	NLM The Academy	The Academy	Medicare brief|Annals of periodontology|Pediatrics in review	pedsinreview.org|nasi.org	||1526-3347	|1553-0841|0191-9601	100899263|9702874|8103046	United States	eng
1	NLM Institute of Food Technologists	Institute of Food Technologists	Food research.				0027704	United States	eng
1	NLM American Society of Consultant Pharmacists	American Society of Consultant Pharmacists	The Consultant pharmacist : the journal of the American Society of Consultant Pharmacists.	ascp.com		0888-5109	9013983	United States	eng
1	NLM American Society of Medical Technologists	American Society Of Medical Technologists	The American journal of medical technology.			0002-9335	0370505	United States	eng
1	NLM Zhongguo yao xue hui	Zhongguo yao xue hui	Yao xue xue bao = Acta pharmaceutica Sinica.	yxxb.periodicals.net.cn		0513-4870	21710340R	China	chi
2	NLM National Center For Nursing Ethics	National Center For Nursing Ethics	Journal Of Nursing Ethics.|Update On Ethics.		|	|	9875515|9878819	United States	eng
1	NLM Shinohara	Shinohara Publishers	Gan no rinsho. Japan journal of cancer clinics.			0021-4949	1257753	Japan	jpn
1	NLM AMACOM	AMACOM]	Supervisory management.			0039-5919	9877490	United States	eng
1	NLM Heidelburg Germany?	[Heidelburg, Germany?]	Medical bulletin of the U. S. Army, Europe.				22210310R	United States	eng
1	NLM R Viswanathan	R Viswanathan	The Indian journal of chest diseases.			0019-5111	7612045	India	eng
1	NLM Suomen Hammaslääkäriseura	Suomen Hammaslääkäriseura	Suomen Hammaslääkäriseuran toimituksia = Finska tandläkarsällskapets förhandlingar.			0039-551X	9427301	Finland	fin
1	NLM American Trade Magazines inc	American Trade Magazines, inc	American laundry digest.			0002-9718	9877761	United States	eng
