"Full Title","ISSN","Product ID","Change History"
"Medicine","13573039","04265",
"Medicine - Programa de Formación Médica Continuada Acreditado","03045412","15736",
"Membrane Technology","09582118","02095",
"Mendeleev Communications","09599436","08605",
"Mental Health and Physical Activity","17552966","05607",
"Metabolic Engineering","10967176","12089",
"Metabolism","00260495","13252",
"Metal Finishing","00260576","07745",
"Metal Powder Report","00260657","02097",
"Methods","10462023","12092","Incorporating Neuroprotocols and ImmunoMethods"
"Methods in Oceanography","22111220","08792",
"Microbes and Infection","12864579","09047","Incorporating Annales de l'Institut Pasteur. Immunologie, Annales de l'Institut Pasteur. Virologie, Bulletin de l'Institut Pasteur, Research in Immunology and Research in Virology"
"Microbial Pathogenesis","08824010","12658",
"Microbiological Research","09445013","10011","Formerly known as Zentralblatt für Mikrobiologie"
"Microchemical Journal","0026265X","05555",
"Microelectronic Engineering","01679317","05298",
"Microelectronics Journal","00262692","02094",
"Microelectronics Reliability","00262714","00274",
"Micron","09684328","00475","Incorporating Electron Microscopy Reviews and Micron and Microscopica Acta"
"Microporous and Mesoporous Materials","13871811","07780","Incorporating Microporous Materials and Zeolites"
"Microprocessors and Microsystems","01419331","05300","Formerly known as Microprocessors"
"Microvascular Research","00262862","12094",
"Middle East Fertility Society Journal","11105690","08714",
"Midwifery","02666138","12751",
"Minerals Engineering","08926875","00837",
"Mitochondrion","15677249","05569",
"Molecular Aspects of Medicine","00982997","00457",
"Molecular and Biochemical Parasitology","01666851","05066",
"Molecular Cell","10972765","07592",
"Molecular and Cellular Endocrinology","03037207","08040",
"Molecular and Cellular Neuroscience","10447431","12091",
"Molecular and Cellular Probes","08908508","12664",
"Molecular Genetics and Metabolism","10967192","12016","Formerly known as Biochemical and Molecular Medicine"
"Molecular Immunology","01615890","00253","Formerly known as Immunochemistry"
"Molecular Metabolism","22128778","10507",
"Molecular Oncology","15747891","06068",
"Molecular Phylogenetics and Evolution","10557903","12093",
"Morphologie","12860115","15591",
"Motricité Cérébrale : Réadaptation, Neurologie du Développement","02455919","15654",
"Multiple Sclerosis and Related Disorders","22110348","08776",
"Mutation Research/Fundamental and Molecular Mechanisms of Mutagenesis","00275107","05069",
"Mutation Research/Genetic Toxicology and Environmental Mutagenesis","13835718","05073","Incorporating Mutation Research/Genetic Toxicology and Mutation Research/Environmental Mutagenesis and Related Subjects"
"Mutation Research/Reviews in Mutation Research","13835742","05074","Formerly known as Mutation Research/Reviews in Genetic Toxicology"
"Mycoscience","13403540","10141",
"Nano Communication Networks","18787789","08710",
"Nano Energy","22112855","12947",
"Nano Today","17480132","04085",
"Nanomedicine: Nanotechnology, Biology and Medicine","15499634","13363",
"NDT & E International","09638695","03072","Formerly known as NDT International"
"Néphrologie & Thérapeutique","17697255","09354",
"Network Security","13534858","02158",
"Neural Networks","08936080","00841",
"Neurobiology of Aging","01974580","07541",
"Neurobiology of Disease","09699961","12095",
"Neurobiology of Learning and Memory","10747427","12098","Formerly known as Behavioral and Neural Biology"
"Neurochemistry International","01970186","00643",
"Neurochirurgie","00283770","15630",
"Neurocirugía","11301473","15970",
"Neurocomputing","09252312","05301",
"NeuroImage","10538119","12097",
"NeuroImage: Clinical","22131582","13463",
"Neuroimaging Clinics of North America","10525149","13090",
"Neurología","02134853","15771",
"Neurología Argentina","18530028","15775",
"Neurología (English Edition)","21735808","15772",
"Neurologic Clinics","07338619","13312",
"Neurology, Psychiatry and Brain Research","09419500","10071",
"Neuromuscular Disorders","09608966","00973",
"Neuron","08966273","07593",
"Neuropeptides","01434179","12719",
"Neuropharmacology","00283908","00279","Formerly known as International Journal of Neuropharmacology"
"Neurophysiologie Clinique/Clinical Neurophysiology","09877053","09051","Formerly known as Revue d'Electroencéphalographie et de Neurophysiologie Clinique"
"Das Neurophysiologie-Labor","14394847","10050",
"Neuropsychiatrie de l'Enfance et de l'Adolescence","02229617","09093",
"Neuropsychologia","00283932","00247",
"Neuroscience","03064522","00468",
"Neuroscience & Biobehavioral Reviews","01497634","00831","Formerly known as Biobehavioral Reviews"
"Neuroscience Letters","03043940","08042",
"Neuroscience Research","01680102","08043","Incorporating Neuroscience Research Supplements"
"Neurosurgery Clinics of North America","10423680","13093",
"NeuroToxicology","0161813X","05577",
"Neurotoxicology and Teratology","08920362","07544",
"New Astronomy","13841076","05450",
"New Astronomy Reviews","13876473","00426","Formerly known as Vistas in Astronomy"
"New Biotechnology","18716784","05042","Formerly known as Biomolecular Engineering"
"New Carbon Materials","18725805","08599",
"New Ideas in Psychology","0732118X","00678",
"New Scientist","02624079","NEWS",
"Newborn and Infant Nursing Reviews","15273369","13185",
"Nitric Oxide","10898603","12099",
"NJAS - Wageningen Journal of Life Sciences","15735214","08656",
"Nonlinear Analysis: Hybrid Systems","1751570X","04098",
"Nonlinear Analysis: Real World Applications","14681218","01060",
"Nonlinear Analysis: Theory, Methods & Applications","0362546X","02279",
"The North American Journal of Economics and Finance","10629408","07435","Formerly known as North American Review of Economics and Finance"
"NPG Neurologie - Psychiatrie – Gériatrie","16274830","15635",
"NRIAG Journal of Astronomy and Geophysics","20909977","10144",
"Nuclear Data Sheets","00903752","12096","Incorporating Nuclear Data Sheets. Section A and Nuclear Data Sheets. Section B"
"Nuclear Engineering and Design","00295493","06030","Formerly known as Nuclear Structural Engineering"
"Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment","01689002","05211","Formerly part of Nuclear Instruments and Methods in Physics Research"
"Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms","0168583X","05212","Formerly part of Nuclear Instruments and Methods in Physics Research"
"Nuclear Medicine and Biology","09698051","07542","Formerly known as International Journal of Radiation Applications and Instrumentation. Part B. Nuclear Medicine and Biology"
"Nuclear Physics A","03759474","05214","Formerly part of Nuclear Physics"
"Nuclear Physics B","05503213","05215","Formerly part of Nuclear Physics"
"Nuclear Physics B - Proceedings Supplements","09205632","05216",
"Nurse Education in Practice","14715953","12900",
"Nurse Education Today","02606917","12752",
"Nurse Leader","15414612","13338",
"Nursing Clinics of North America","00296465","13184",
"Nursing Outlook","00296554","13175",
"Nutrition","08999007","07740",
"Nutrition Clinique et Métabolisme","09850562","09074",
"Nutrition, Metabolism and Cardiovascular Diseases","09394753","05506",
"Nutrition Research","02715317","07543",
"Obesity Research & Clinical Practice","1871403X","04248",
"Obstetrics, Gynaecology & Reproductive Medicine","17517214","12729","Formerly known as Current Obstetrics & Gynaecology"
"Obstetrics and Gynecology Clinics of North America","08898545","13254",
"Ocean & Coastal Management","09645691","02044","Formerly known as Ocean and Shoreline Management"
"Ocean Engineering","00298018","00320",
"Ocean Modelling","14635003","01046",
"The Ocular Surface","15420124","14117",
"Omega","03050483","00375",
"Operations Research for Health Care","22116923","12972",
"Operations Research Letters","01676377","05412",
"Operative Techniques in Orthopaedics","10486666","13065",
"Operative Techniques in Otolaryngology-Head and Neck Surgery","10431810","13097",
"Operative Techniques in Sports Medicine","10601872","13121",
"Operative Techniques in Thoracic and Cardiovascular Surgery","15222942","13098","Formerly known as Operative Techniques in Cardiac and Thoracic Surgery"
"Ophthalmology","01616420","07585",
"Optical Fiber Technology","10685200","12101",
"Optical Materials","09253467","05218",
"Optical Switching and Networking","15734277","05499",
"Optics Communications","00304018","05219",
"Optics & Laser Technology","00303992","03076","Formerly known as Optics Technology"
"Optics and Lasers in Engineering","01438166","02043",
"Optik - International Journal for Light and Electron Optics","00304026","10018",
"Option/Bio","09925945","09053",
"Oral and Maxillofacial Surgery Clinics of North America","10423699","13033",
"Oral Oncology","13688375","00105","Formerly known as European Journal of Cancer Part B: Oral Oncology; Associated with Oral Oncology Supplement"
"Oral Science International","13488643","12944",
"Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology","22124403","13028","Formerly known as Oral Surgery, Oral Medicine, Oral Pathology, Oral Radiology and Endodontology"
"Orbis","00304387","07436",
"Ore Geology Reviews","01691368","05354",
"Organic Electronics","15661199","05558",
"Organic Geochemistry","01466380","00476",
"Organizational Behavior and Human Decision Processes","07495978","12100","Formerly known as Organizational Behavior and Human Performance"
"Organizational Dynamics","00902616","07753",
"Orthodontic Waves","13440241","04273",
"Orthopaedics and Trauma","18771327","12730","Formerly known as Current Orthopaedics"
"Orthopaedics & Traumatology: Surgery & Research","18770568","15649",
"Orthopedic Clinics of North America","00305898","13102",
"Osong Public Health and Research Perspectives","22109099","08755",
"Osteoarthritis and Cartilage","10634584","12689",
"Osteopathic Family Physician","1877573X","13448",
"Osteopathische Medizin, Zeitschrift für ganzheitliche Heilverfahren","16159071","10051",
"Otolaryngologia Polska","00306657","11003",
"Otolaryngologic Clinics of North America","00306665","13103",
"Pacific-Basin Finance Journal","0927538X","05413",
"Paediatric Respiratory Reviews","15260542","12874",
"Paediatrics and Child Health","17517222","12731","Formerly known as Current Paediatrics"
"PAIN®","03043959","05076",
"Pain Management Nursing","15249042","13160",
"Palaeogeography, Palaeoclimatology, Palaeoecology","00310182","05355",
"Palaeoworld","1871174X","06065",
"Pancreatology","14243903","08803",
"Parallel Computing","01678191","05302",
"Parasitology International","13835769","08061",
"Parkinsonism & Related Disorders","13538020","03096",
"Particuology","16742001","08612","Formerly known as China Particuology"
"Pathologie Biologie","03698114","09094",
"Pathology - Research and Practice","03440338","10021","Formerly known as Beiträge zur Pathologie"
"Pathophysiology","09284680","05121",
"Patient Education and Counseling","07383991","08044","Formerly known as Patient Counselling and Health Education"
"Pattern Recognition","00313203","00328",
"Pattern Recognition Letters","01678655","05303",
"Pediatria Polska","00313939","11001",
"Pediatric Clinics of North America","00313955","13257",
"Pediatric Infectious Disease","22128328","10108",
"Pediatric Neurology","08878994","07756",
"Pediatrics & Neonatology","18759572","08663",
"Pedobiologia","00314056","10002",
"Pedosphere","10020160","04285",
"Peptides","01969781","07547",
"Performance Enhancement & Health","22112669","12946",
"Performance Evaluation","01665316","05304",
"Perioperative Nursing Clinics","15567931","13414",
"Personality and Individual Differences","01918869","00603",
"Personalized Medicine Universe","21864950","10116",
"Perspectives in Medicine","2211968X","10075",
"Perspectives in Plant Ecology, Evolution and Systematics","14338319","10019",
"Perspectives in Vaccinology","22107622","08765",
"Pervasive and Mobile Computing","15741192","05505",
"Pesticide Biochemistry and Physiology","00483575","12105",
"PET Clinics","15568598","13406",
"Petroleum Exploration and Development","18763804","08661",
"Le Pharmacien Hospitalier et Clinicien","22111042","15845","Formerly known as Le Pharmacien Hospitalier"
"Pharmacological Research","10436618","12676","Formerly known as Pharmacological Research Communications"
"Pharmacology Biochemistry and Behavior","00913057","07546",
"Pharmacology & Therapeutics","01637258","07536","Incorporating Pharmacology & Therapeutics. Part A: Chemotherapy, Toxicology and Metabolic Inhibitors, Pharmacology & Therapeutics. Part B: General and Systematic Pharmacology and Pharmacology & Therapeutics. Part C: Clinical Pharmacology and Therapeutics"
"PharmaNutrition","22134344","10146",
"Photoacoustics","22135979","10511",
"Photodiagnosis and Photodynamic Therapy","15721000","05489",
"Photonics and Nanostructures - Fundamentals and Applications","15694410","05479",
"Physica A: Statistical Mechanics and its Applications","03784371","05220","Formerly part of Physica"
"Physica B: Condensed Matter","09214526","05222","Formerly part of Physica B+C"
"Physica C: Superconductivity","09214534","05223","Formerly part of Physica B+C"
"Physica D: Nonlinear Phenomena","01672789","05224",
"Physica E: Low-dimensional Systems and Nanostructures","13869477","05458",
"Physica Medica","11201797","04286",
"Physical Communication","18744907","08626",
"Physical Medicine and Rehabilitation Clinics of North America","10479651","13315",
"Physical Therapy in Sport","1466853X","12875",
"Physics and Chemistry of the Earth, Parts A/B/C","14747065","00413","Incorporating Physics and Chemistry of the Earth, Part A: Solid Earth and Geodesy, Physics and Chemistry of the Earth, Part B: Hydrology, Oceans and Atmosphere and Physics and Chemistry of the Earth, Part C: Solar, Terrestrial & Planetary Science"
"Physics of the Dark Universe","22126864","10100",
"Physics of The Earth and Planetary Interiors","00319201","05357",
"Physics Letters A","03759601","05236","Formerly part of Physics Letters"
"Physics Letters B","03702693","05237","Formerly part of Physics Letters"
"Physics of Life Reviews","15710645","05484",
"Physics Procedia","18753892","06076",
"Physics Reports","03701573","05238","Incorporating Computer Physics Reports"
"Physiological and Molecular Plant Pathology","08855765","12660","Formerly known as Physiological Plant Pathology"
"Physiology & Behavior","00319384","07548",
"Physiotherapy","00319406","04065",
"Phytochemistry","00319422","00273",
"Phytochemistry Letters","18743900","04291",
"Phytomedicine","09447113","10020",
"Piel","02139251","15724",
"Placenta","01434004","12629",
"Planetary and Space Science","00320633","00200",
"Plant Physiology and Biochemistry","09819428","09054",
"Plant Science","01689452","08045","Formerly known as Plant Science Letters"
"Plasmid","0147619X","12106",
"PM&R","19341482","13430",
"Poetics","0304422X","05305",
"Polar Science","18739652","06073",
"Policy and Society","14494035","08643",
"Polish Annals of Medicine","12308013","11006",
"Political Geography","09626298","03077","Formerly known as Political Geography Quarterly"
"Polski Przeglad Otorynolaryngologiczny","20845308","11008",
"Polyhedron","02775387","00218","Incorporating Inorganic and Nuclear Chemistry Letters and Journal of Inorganic and Nuclear Chemistry"
"Polymer","00323861","03078","Incorporating Computational and Theoretical Polymer Science"
"Polymer Degradation and Stability","01413910","02045","Incorporating Polymer Photochemistry"
"Polymer Testing","01429418","02050",
"Postharvest Biology and Technology","09255214","05122",
"Powder Technology","00325910","06031",
"Practical Radiation Oncology","18798500","12937",
"Le Praticien en Anesthésie Réanimation","12797960","15850",
"Pratique Médicale et Chirurgicale de l'Animal de Compagnie","07581882","09122",
"Pratique Neurologique - FMC","18787762","15867",
"Pratiques Psychologiques","12691763","09159",
"Precambrian Research","03019268","05358",
"Precision Engineering","01416359","07750",
"Pregnancy Hypertension: An International Journal of Women's Cardiovascular Health","22107789","08732",
"La Presse Médicale","07554982","15100",
"Preventive Medicine","00917435","12107",
"Preventive Veterinary Medicine","01675877","05123",
"Primary Care: Clinics in Office Practice","00954543","13261",
"Primary Care Diabetes","17519918","04280",
"Probabilistic Engineering Mechanics","02668920","02052",
"Procedia Chemistry","18766196","08662",
"Procedia CIRP","22128271","08817",
"Procedia Computer Science","18770509","08677",
"Procedia Earth and Planetary Science","18785220","08699",
"Procedia Economics and Finance","22125671","17003",
"Procedia Engineering","18777058","05631",
"Procedia Environmental Sciences","18780296","08692",
"Procedia Food Science","2211601X","12974",
"Procedia IUTAM","22109838","08754",
"Procedia Materials Science","22118128","10104",
"Procedia – Social and Behavioral Sciences","18770428","04124",
"Procedia Technology","22120173","12983",
"Procedia in Vaccinology","1877282X","08687",
"Proceedings of the Combustion Institute","15407489","04068","Formerly known as Symposium (International) on Combustion"
"Proceedings of the Geologists’ Association","00167878","05611",
"Process Biochemistry","13595113","02051",
"Process Safety and Environmental Protection","09575820","08631",
"Progrès en Urologie","11667087","15101",
"Progrès en Urologie - FMC","1761676X","15223",
"Progresos de Obstetricia y Ginecología","03045013","15743",
"Progress in Aerospace Sciences","03760421","00415",
"Progress in Biophysics and Molecular Biology","00796107","00408",
"Progress in Cardiovascular Diseases","00330620","13204",
"Progress in Crystal Growth and Characterization of Materials","09608974","00492","Formerly known as Progress in Crystal Growth and Characterization"
"Progress in Energy and Combustion Science","03601285","00474",
"Progress in Histochemistry and Cytochemistry","00796336","10006",
"Progress in Lipid Research","01637827","00407","Formerly known as Progress in the Chemistry of Fats and other Lipids"
"Progress in Materials Science","00796425","00414","Formerly known as Progress in Metal Physics"
"Progress in Natural Science: Materials International","10020071","08791",
"Progress in Neuro-Psychopharmacology and Biological Psychiatry","02785846","07549","Formerly known as Progress in Neuro-Psychopharmacology"
"Progress in Neurobiology","03010082","00412",
"Progress in Nuclear Energy","01491970","00478",
"Progress in Nuclear Magnetic Resonance Spectroscopy","00796565","05178",
"Progress in Oceanography","00796611","00422",
"Progress in Organic Coatings","03009440","06032",
"Progress in Particle and Nuclear Physics","01466410","00419",
"Progress in Pediatric Cardiology","10589813","08046",
"Progress in Planning","03059006","00409",
"Progress in Polymer Science","00796700","00418",
"Progress in Quantum Electronics","00796727","00410",
"Progress in Retinal and Eye Research","13509462","00664","Formerly known as Progress in Retinal Research"
"Progress in Solid State Chemistry","00796786","00417",
"Progress in Surface Science","00796816","00411",
"Propulsion and Power Research","2212540X","18003",
"Prostaglandins, Leukotrienes and Essential Fatty Acids (PLEFA)","09523278","12720","Formerly known as Prostaglandins, Leukotrienes and Medicine"
"Prostaglandins & Other Lipid Mediators","10988823","07754","Formerly known as Prostaglandins; Incorporating Journal of Lipid Mediators and Cell Signalling"
"Protein Expression and Purification","10465928","12104",
"Protist","14344610","10035","Formerly known as Archiv für Protistenkunde"
"Psychiatric Clinics of North America","0193953X","13316",
"Psychiatry Research","01651781","08047",
"Psychiatry Research: Neuroimaging","09254927","08048",
"Psychologie Française","00332984","09155",
"Psychology of Sport and Exercise","14690292","00731",
"Psychoneuroendocrinology","03064530","00473",
"Psychosomatics","00333182","14045",
"Public Health","00333506","04053",
"Public Health Forum","09445587","10052",
"Public Relations Review","03638111","07437",
"Pulmonary Pharmacology & Therapeutics","10945539","12687","Formerly known as Pulmonary Pharmacology"
"Pump Industry Analyst","13596128","02167",
"The Quarterly Review of Economics and Finance","10629769","07438",
"Quaternary Geochronology","18711014","06063",
"Quaternary International","10406182","00865",
"Quaternary Research","00335894","12108",
"Quaternary Science Reviews","02773791","00636",
"Radiation Measurements","13504487","00286","Formerly known as Nuclear Tracks and Radiation Measurements"
"Radiation Physics and Chemistry","0969806X","00331","Formerly known as International Journal of Radiation Applications and Instrumentation. Part C. Radiation Physics and Chemistry"
"Radiography","10788174","12697",
"Radiología","00338338","15730",
"Radiología (English Edition)","21735107","15791",
"Radiologic Clinics of North America","00338389","13106",
"Radiotherapy and Oncology","01678140","08049",
"Rare Metal Materials and Engineering","18755372","04115",
"Reactive and Functional Polymers","13815148","05180","Formerly known as Reactive Polymers"
"Redox Biology","22132317","10128",
"Regional Science and Urban Economics","01660462","05414","Formerly known as Regional and Urban Economics"
"Regulatory Peptides","01670115","05079",
"Regulatory Toxicology and Pharmacology","02732300","12110",
"Rehabilitación","00487120","15734",
"Reinforced Plastics","00343617","02104",
"Reliability Engineering & System Safety","09518320","02054","Formerly known as Reliability Engineering"
"Remote Sensing of Environment","00344257","07759",
"Renewable Energy","09601481","00969","Incorporating Solar & Wind Technology"
"Renewable Energy Focus","17550084","02272","Formerly known as Refocus"
"Renewable and Sustainable Energy Reviews","13640321","01010",
"Reports on Mathematical Physics","00344877","00416",
"Reports of Practical Oncology & Radiotherapy","15071367","11000","Formerly known as Reports of Practical Oncology"
"Reproductive Biology","1642431X","11007",
"Reproductive BioMedicine Online","14726483","05636",
"Reproductive Health Matters","09688080","04016",
"Reproductive Toxicology","08906238","07552",
"Research in Accounting Regulation","10520457","05621",
"Research in Autism Spectrum Disorders","17509467","04094",
"Research in Developmental Disabilities","08914222","00826","Incorporating Analysis and Intervention in Developmental Disabilities and Applied Research in Mental Retardation"
"Research in Economics","10909443","12688","Formerly known as Ricerche Economiche"
"Research in International Business and Finance","02755319","08552",
"Research in Microbiology","09232508","09060","Formerly known as Annales de l'Institut Pasteur. Microbiologie"
"Research in Organizational Behavior","01913085","12702",
"Research Policy","00487333","05415",
"Research in Social and Administrative Pharmacy","15517411","13370",
"Research in Social Stratification and Mobility","02765624","04238","This title changed from Book Series to Journal in 2006"
"Research in Transportation Business & Management","22105395","12904",
"Research in Transportation Economics","07398859","05606",
"Research in Veterinary Science","00345288","12709",
"Resource and Energy Economics","09287655","05416","Formerly known as Resources and Energy"
"Resources, Conservation and Recycling","09213449","05125","Incorporating Conservation & Recycling and Resources and Conservation"
"Resources Policy","03014207","03079",
"Respiratory Investigation","22125345","08808",
"Respiratory Medicine","09546111","12673","Formerly known as British Journal of Diseases of the Chest"
"Respiratory Medicine Case Reports","22130071","04118","Formerly known as Respiratory Medicine CME"
"Respiratory Physiology & Neurobiology","15699048","05126","Formerly known as Respiration Physiology"
"Results in Immunology","22112839","08772",
"Results in Pharma Sciences","22112863","08764",
"Results in Physics","22113797","08777",
"Resuscitation","03009572","08051",
"Reumatología Clínica","1699258X","15708",
"Reumatología Clínica (English Edition)","21735743","15796",
"Review of Development Finance","18799337","08719",
"Review of Economic Dynamics","10942025","12109",
"Review of Financial Economics","10583300","07440",
"Review of Palaeobotany and Palynology","00346667","05359",
"Reviews in Vascular Medicine","22120211","10501",
"Revista Andaluza de Medicina del Deporte","18887546","15968",
"Revista Brasileira de Psquiatria","15164446","15903",
"Revista de Calidad Asistencial","1134282X","15733",
"Revista Científica de la Sociedad Española de Enfermería Neurológica","20135246","15786",
"Revista Clínica Española","00142565","15728",
"Revista Colombiana de Anestesiología","01203347","15971",
"Revista Española de Cardiología","03008932","15703",
"Revista Española de Cardiología (English Edition)","18855857","15702",
"Revista Española de Cardiología Suplementos","11313587","15752",
"Revista Española de Cirugía Oral y Maxilofacial","11300558","15777",
"Revista Española de Cirugía Ortopédica y Traumatología","18884415","15731","Formerly known as Revista de Ortopedia y Traumatología"
"Revista Española de Cirugía Ortopédica y Traumatología (English Edition)","19888856","15770",
"Revista Española de Anestesiología y Reanimación","00349356","15974",
"Revista Española de Geriatría y Gerontología","0211139X","15737",
"Revista Española de Medicina Legal","03774732","15779",
"Revista Española de Medicina Nuclear e Imagen Molecular","2253654X","15729","Formerly known as Revista Española de Medicina Nuclear"
"Revista Española de Medicina Nuclear e Imagen Molecular (English Edition)","22538089","15774","Formerly known as Revista Española de Medicina Nuclear (English Edition)"
"Revista Española de Nutrición Humana y Dietética","21731292","15753","Formerly known as Actividad Dietética"
"Revista Española de Patología","16998855","15766",
"Revista Europea de Dirección y Economía de la Empresa","10196838","15977",
"Revista Iberoamericana de Automática e Informática Industrial RIAI","16977912","15956",
"Revista Iberoamericana de Micología","11301406","15759",
"Revista Internacional de Acupuntura","18878369","15742",
"Revista Internacional de Andrología","1698031X","15749",
"Revista Internacional de Métodos Numéricos para Cálculo y Diseño en Ingeniería","02131315","15962",
"Revista del Laboratorio Clínico","18884008","15707",
"Revista de Logopedia, Foniatría y Audiología","02144603","15782",
"Revista Médica de Homeopatía","18888526","15761",
"Revista Médica Internacional sobre el Síndrome de Down","11382074","15778",
"Revista Portuguesa de Cardiologia","08702551","15961",
"Revista Portuguesa de Cardiologia (English Edition)","21742049","15963",
"Revista Portuguesa de Estomatologia, Medicina Dentária e Cirurgia Maxilofacial","16462890","15954",
"Revista Portuguesa de Pneumologia","08732159","15787",
"Revista Portuguesa de Pneumologia (English Edition)","21735115","15799",
"Revista Portuguesa de Saúde Pública","08709025","15950",
"Revista de Psiquiatría y Salud Mental","18889891","15757",
"Revista de Psiquiatría y Salud Mental (English Edition)","21735050","15798",
"Revista de Senología y Patología Mamaria","02141582","15980",
"Revue de Chirurgie Orthopédique et Traumatologique","18770517","15680","Formerly known as Revue de Chirurgie Orthopédique et Réparatrice de l’Appareil Moteur"
"Revue d'Épidémiologie et de Santé Publique","03987620","15710",
"Revue Européenne de Psychologie Appliquée/European Review of Applied Psychology","11629088","09160",
"Revue Française d’Allergologie","18770320","09095","Formerly known as Revue Française d'Allergologie et d'Immunologie Clinique"
"Revue Francophone des Laboratoires","1773035X","09062","Formerly known as Revue Française des Laboratoires"
"Revue Francophone d'Orthoptie","18762204","09385",
"La Revue d’Homéopathie","18789730","15868",
"Revue des Maladies Respiratoires","07618425","15715",
"Revue des Maladies Respiratoires Actualités","18771203","15860",
"La Revue de Médecine Interne","02488663","09061",
"La Revue de Médecine Légale","18786529","15864",
"Revue de Micropaléontologie","00351598","09152",
"Revue Neurologique","00353787","15740",
"Revue de Pneumologie Clinique","07618417","15651",
"Revue du Rhumatisme","11698330","09096",
"Revue du Rhumatisme Monographies","18786227","16175",
"La Revue Sage-Femme","16374088","15841",
"Revue de Stomatologie et de Chirurgie Maxilo-faciale","00351768","15760","Incorporating Implantodontie"
"Rheumatic Disease Clinics of North America","0889857X","13263",
"Rice Science","16726308","08625",
"Robotics and Autonomous Systems","09218890","05309","Formerly known as Robotics"
"Robotics and Computer-Integrated Manufacturing","07365845","00704","Incorporating Computer Integrated Manufacturing Systems"
"Russian Geology and Geophysics","10687971","08608",
"Russian Literature","03043479","05418",
"Safety Science","09257535","05419","Formerly known as Journal of Occupational Accidents"
"The Saudi Dental Journal","10139052","08685",
"Saudi Journal of Biological Sciences","1319562X","08688",
"Saudi Journal of Ophthalmology","13194534","08683",
"Saudi Pharmaceutical Journal","13190164","08690",
"Scandinavian Journal of Management","09565221","00872","Formerly known as Scandinavian Journal of Management Studies"
"Scandinavian Journal of Pain","18778860","08678",
"Schizophrenia Research","09209964","05080",
"Science of Computer Programming","01676423","05310",
"Science & Justice","13550306","08074","Formerly known as Journal Forensic Science Society"
"Science & Sports","07651597","09065",
"Science of The Total Environment","00489697","05127",
"Scientia Horticulturae","03044238","05128",
"Scripta Materialia","13596462","00222","Formerly known as Scripta Metallurgica et Materialia; Incorporating Nanostructured Materials"
"Sealing Technology","13504789","02129",
"Sedimentary Geology","00370738","05360",
"Seizure","10591311","12685",
"SEMERGEN - Medicina de Familia","11383593","15732",
"Seminarios de la Fundación Española de Reumatología","15773566","15739",
"Seminars in Arthritis and Rheumatism","00490172","13201",
"Seminars in Arthroplasty","10454527","13115",
"Seminars in Cancer Biology","1044579X","12679",
"Seminars in Cell & Developmental Biology","10849521","12675","Formerly known as Seminars in Cell Biology; Incorporating Seminars in Developmental Biology"
"Seminars in Colon and Rectal Surgery","10431489","13111",
"Seminars in Cutaneous Medicine and Surgery","10855629","13321",
"Seminars in Diagnostic Pathology","07402570","13056",
"Seminars in Fetal and Neonatal Medicine","1744165X","12700","Formerly known as Seminars in Neonatology"
"Seminars in Hematology","00371963","13322",
"Seminars in Immunology","10445323","12678",
"Seminars in Nephrology","02709295","13253",
"Seminars in Nuclear Medicine","00012998","13092",
"Seminars in Oncology","00937754","13313",
"Seminars in Oncology Nursing","07492081","13186",
"Seminars in Orthodontics","10738746","13031",
"Seminars in Pediatric Neurology","10719091","13314",
"Seminars in Pediatric Surgery","10558586","13119",
"Seminars in Perinatology","01460005","13267",
"Seminars in Radiation Oncology","10534296","13318",
"Seminars in Roentgenology","0037198X","13108",
"Seminars in Spine Surgery","10407383","13116",
"Seminars in Thoracic and Cardiovascular Surgery","10430679","13053",
"Seminars in Thoracic and Cardiovascular Surgery: Pediatric Cardiac Surgery Annual","10929126","13120",
"Seminars in Ultrasound, CT and MRI","08872171","13129",
"Seminars in Vascular Surgery","08957967","13131",
"Sensors and Actuators A: Physical","09244247","06033","Formerly part of Sensors and Actuators"
"Sensors and Actuators B: Chemical","09254005","06034","Formerly part of Sensors and Actuators"
"Separation and Purification Technology","13835866","08054","Incorporating Gas Separation & Purification and Separations Technology"
"Serials Review","00987913","07442",
"Sexologies","11581360","09372",
"Sexual & Reproductive Healthcare","18775756","08675",
"Signal Processing","01651684","05311",
"Signal Processing: Image Communication","09235965","05312",
"Simulation Modelling Practice and Theory","1569190X","05314","Formerly known as Simulation Practice and Theory"
"Singapore Dental Journal","03775291","10096",
"Sleep Medicine","13899457","05557",
"Sleep Medicine Clinics","1556407X","13408",
"Sleep Medicine Reviews","10870792","12705",
"Small Ruminant Research","09214488","05129",
"Social Networks","03788733","05421",
"The Social Science Journal","03623319","07443",
"Social Science & Medicine","02779536","00315","Incorporating Social Science & Medicine. Part A: Medical Psychology & Medical Sociology, Social Science & Medicine. Part B: Medical Anthropology, Social Science & Medicine. Part C: Medical Economics, Social Science & Medicine. Part D: Medical Geography, S"
"Social Science Research","0049089X","12113",
"Socio-Economic Planning Sciences","00380121","00317",
"Sociologie du Travail","00380296","09066",
"Soil Biology and Biochemistry","00380717","00332",
"Soil Dynamics and Earthquake Engineering","02677261","02056","Formerly known as International Journal of Soil Dynamics and Earthquake Engineering"
