"HgeneSymbol","TgeneSymbol","diseaseName","pubmedIds"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","SEPT9","MSF1, KIAA0991, PNUTL4, AF17q25, SeptD1","17q25","11q23","t(11;17)(q23;q25)","Acute myeloblastic leukemia with maturation (FAB type M2)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","SEPT9","MSF1, KIAA0991, PNUTL4, AF17q25, SeptD1","17q25","11q23","t(11;17)(q23;q25)","Acute myeloid leukemia, NOS",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","SEPT9","MSF1, KIAA0991, PNUTL4, AF17q25, SeptD1","17q25","11q23","t(11;17)(q23;q25)","Acute myelomonocytic leukemia (FAB type M4)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","MLLT1","ENL, LTG19, YEATS1","19p13.3","11q23","t(11;19)(q23;p13)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","ELL","Men, ELL1","19p13.1","11q23","t(11;19)(q23;p13)","Acute monoblastic leukemia (FAB type M5)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","ELL","Men, ELL1","19p13.1","11q23","t(11;19)(q23;p13)","Acute monoblastic leukemia with differentiation (FAB type M5b)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","MLLT1","ENL, LTG19, YEATS1","19p13.3","11q23","t(11;19)(q23;p13)","Acute monoblastic leukemia without differentiation (FAB type M5a)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","ELL","Men, ELL1","19p13.1","11q23","t(11;19)(q23;p13)","Acute myeloblastic leukemia with maturation (FAB type M2)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","MLLT1","ENL, LTG19, YEATS1","19p13.3","11q23","t(11;19)(q23;p13)","Acute myeloblastic leukemia with minimal differentiation (FAB type M0)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","ELL","Men, ELL1","19p13.1","11q23","t(11;19)(q23;p13)","Acute myeloid leukemia, NOS",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","ELL","Men, ELL1","19p13.1","11q23","t(11;19)(q23;p13)","Acute myelomonocytic leukemia (FAB type M4)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","ELL","Men, ELL1","19p13.1","11q23","t(11;19)(q23;p13)","Chronic myelomonocytic leukemia",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","ELL","Men, ELL1","19p13.1","11q23","t(11;19)(q23;p13)","Myelodysplastic syndrome, NOS",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","SEPT5","HCDCREL-1, H5","22q11.2","11q23","t(11;22)(q23;q11)","Acute myeloblastic leukemia with maturation (FAB type M2)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","EP300","p300, KAT3B","22q13.2","11q23","t(11;22)(q23;q13)","Acute myeloid leukemia, NOS",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","EPS15","AF-1P, MLLT5","1p32","11q23","t(1;11)(p32;q23)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","EPS15","AF-1P, MLLT5","1p32","11q23","t(1;11)(p32;q23)","Acute monoblastic leukemia without differentiation (FAB type M5a)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","EPS15","AF-1P, MLLT5","1p32","11q23","t(1;11)(p32;q23)","Bilineage or biphenotypic leukemia",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","MLLT11","AF1Q","1q21","11q23","t(1;11)(q21;q23)","Acute monoblastic leukemia (FAB type M5)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","MLLT11","AF1Q","1q21","11q23","t(1;11)(q21;q23)","Acute myelomonocytic leukemia (FAB type M4)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","SEPT6","KIAA0128, SEP2, SEPT2, MGC16619, MGC20339","Xq24","11q23","t(2;11)(q37;q23)","Acute myelomonocytic leukemia (FAB type M4)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","AFF1","AF-4, AF4","4q21.3","11q23","t(4;11)(q21;q23)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","AFF1","AF-4, AF4","4q21.3","11q23","t(4;11)(q21;q23)","Acute monoblastic leukemia (FAB type M5)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","AFF1","AF-4, AF4","4q21.3","11q23","t(4;11)(q21;q23)","Acute myeloblastic leukemia with minimal differentiation (FAB type M0)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","AFF1","AF-4, AF4","4q21.3","11q23","t(4;11)(q21;q23)","Acute myeloblastic leukemia without maturation (FAB type M1)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","AFF1","AF-4, AF4","4q21.3","11q23","t(4;11)(q21;q23)","Acute myeloid leukemia, NOS",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","AFF1","AF-4, AF4","4q21.3","11q23","t(4;11)(q21;q23)","Acute myelomonocytic leukemia (FAB type M4)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","AFF1","AF-4, AF4","4q21.3","11q23","t(4;11)(q21;q23)","Bilineage or biphenotypic leukemia",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","AFF4","AF5Q31, MCEF","5q31","11q23","t(5;11)(q31;q23)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","ARHGAP26","GRAF, KIAA0621, OPHN1L, OPHN1L1","5q31","11q23","t(5;11)(q31;q23)","Acute monoblastic leukemia (FAB type M5)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","MLLT4","AF-6, AF6","6q27","11q23","t(6;11)(q27;q23)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","MLLT4","AF-6, AF6","6q27","11q23","t(6;11)(q27;q23)","Acute monoblastic leukemia (FAB type M5)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","MLLT4","AF-6, AF6","6q27","11q23","t(6;11)(q27;q23)","Acute monoblastic leukemia with differentiation (FAB type M5b)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","MLLT4","AF-6, AF6","6q27","11q23","t(6;11)(q27;q23)","Acute monoblastic leukemia without differentiation (FAB type M5a)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","MLLT4","AF-6, AF6","6q27","11q23","t(6;11)(q27;q23)","Acute myeloblastic leukemia with maturation (FAB type M2)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","MLLT4","AF-6, AF6","6q27","11q23","t(6;11)(q27;q23)","Acute myeloblastic leukemia without maturation (FAB type M1)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","MLLT4","AF-6, AF6","6q27","11q23","t(6;11)(q27;q23)","Acute myeloid leukemia, NOS",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","MLLT4","AF-6, AF6","6q27","11q23","t(6;11)(q27;q23)","Acute myelomonocytic leukemia (FAB type M4)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","MLLT3","AF-9, AF9, YEATS3","9p22","11q23","t(9;11)(p21;q23)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","MLLT3","AF-9, AF9, YEATS3","9p22","11q23","t(9;11)(p21;q23)","Acute monoblastic leukemia (FAB type M5)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","MLLT3","AF-9, AF9, YEATS3","9p22","11q23","t(9;11)(p21;q23)","Acute monoblastic leukemia without differentiation (FAB type M5a)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","MLLT3","AF-9, AF9, YEATS3","9p22","11q23","t(9;11)(p21;q23)","Acute myeloblastic leukemia with minimal differentiation (FAB type M0)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","MLLT3","AF-9, AF9, YEATS3","9p22","11q23","t(9;11)(p21;q23)","Acute myeloblastic leukemia without maturation (FAB type M1)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","MLLT3","AF-9, AF9, YEATS3","9p22","11q23","t(9;11)(p21;q23)","Acute myeloid leukemia, NOS",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","MLLT3","AF-9, AF9, YEATS3","9p22","11q23","t(9;11)(p21;q23)","Acute myelomonocytic leukemia (FAB type M4)",
"EWSR1","EWS","22q12.2","FLII","FLI, FLIL, Fli1, MGC39265","17p11.2","11q24","t(11;22)(q24;q12)","Ewing tumor/peripheral primitive neuroectodermal tumor","Pancreas"
"EWSR1","EWS","22q12.2","FLII","FLI, FLIL, Fli1, MGC39265","17p11.2","11q24","t(11;22)(q24;q12)","Ewing tumor/peripheral primitive neuroectodermal tumor","Unknownsite"
"EWSR1","EWS","22q12.2","FLII","FLI, FLIL, Fli1, MGC39265","17p11.2","11q24","t(11;22)(q24;q12)","Ewing tumor/peripheral primitive neuroectodermal tumor","Softtissue"
"EWSR1","EWS","22q12.2","FLII","FLI, FLIL, Fli1, MGC39265","17p11.2","11q24","t(11;22)(q24;q12)","Ewing tumor/peripheral primitive neuroectodermal tumor","Skeleton"
"EWSR1","EWS","22q12.2","FLII","FLI, FLIL, Fli1, MGC39265","17p11.2","11q24","t(11;22)(q24;q12)","Ewing tumor/peripheral primitive neuroectodermal tumor","Brain"
"EWSR1","EWS","22q12.2","FLII","FLI, FLIL, Fli1, MGC39265","17p11.2","11q24","t(11;22)(q24;q12)","Ewing tumor/peripheral primitive neuroectodermal tumor","Lung"
"EWSR1","EWS","22q12.2","FLII","FLI, FLIL, Fli1, MGC39265","17p11.2","11q24","t(11;22)(q24;q12)","Ewing tumor/peripheral primitive neuroectodermal tumor","Kidney"
"ETV6","TEL","12p13","ETV6","TEL","12p13","12p13","t(12;13)(p13;q14)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"TAF15","hTAFII68, RBP56, Npl3","17q11.1-q11.2","ZNF384","CAGH1A, CIZ, NMP4, NP","12p12","12p13","t(12;17)(p13;q12)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"NOP2","NOP120, NSUN1, p120","12p13","TCF7L1",,"2p11.2","12p13","t(12;19)(p13;p13)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"ETV6","TEL","12p13","RUNX1","PEBP2A2, AMLCR1","21q22.3","12p13","t(12;21)(p13;q22)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"MN1","MGCR1-PEN","22q12.1","ETV6","TEL","12p13","12p13","t(12;22)(p13;q12)","Acute myeloblastic leukemia with maturation (FAB type M2)",
"ETV6","TEL","12p13","MECOM","MDS1-EVI1, PRDM3","3q26","12p13","t(3;12)(q26;p13)","Acute myeloblastic leukemia with minimal differentiation (FAB type M0)",
"ETV6","TEL","12p13","MECOM","MDS1-EVI1, PRDM3","3q26","12p13","t(3;12)(q26;p13)","Acute myeloid leukemia, NOS",
"ETV6","TEL","12p13","MECOM","MDS1-EVI1, PRDM3","3q26","12p13","t(3;12)(q26;p13)","Chronic myeloid leukemia, t(9;22)",
"CHIC2","BTL","4q11","ETV6","TEL","12p13","12p13","t(4;12)(q12;p13)","Acute myeloblastic leukemia with minimal differentiation (FAB type M0)",
"CHIC2","BTL","4q11","ETV6","TEL","12p13","12p13","t(4;12)(q12;p13)","Acute myeloblastic leukemia without maturation (FAB type M1)",
"MNX1","HB9, HOXHB9, SCRA1","7q36","ETV6","TEL","12p13","12p13","t(7;12)(q36;p13)","Acute myeloblastic leukemia with maturation (FAB type M2)",
"ETV6","TEL","12p13","ETV6","TEL","12p13","12p13","t(7;12)(q36;p13)","Acute myeloblastic leukemia with minimal differentiation (FAB type M0)",
"ETV6","TEL","12p13","ETV6","TEL","12p13","12p13","t(7;12)(q36;p13)","Acute myeloblastic leukemia without maturation (FAB type M1)",
"RUNX1","PEBP2A2, AMLCR1","21q22.3","RUNX1T1","CDR, ETO, MTG8, ZMYND2","8q22","12p13","t(8;12;21)(q22;p13;q22)","Acute myeloblastic leukemia with maturation (FAB type M2)",
"BCR","D22S662, CML, PHL, ALL","22q11","ABL1","JTK7, c-ABL, p150","9q34.1","12p13","t(9;22;12)(q34;q11;p13)","Chronic myeloid leukemia, aberrant translocation",
"BCR","D22S662, CML, PHL, ALL","22q11","ABL1","JTK7, c-ABL, p150","9q34.1","12q11","t(9;22;12)(q34;q11;q11)","Chronic myeloid leukemia, aberrant translocation",
"NUP98","NUP96","11p15","HOXC11",,"12q13.13","12q13","t(11;12)(p15;q13)","Acute myeloblastic leukemia with maturation (FAB type M2)",
"NUP98","NUP96","11p15","HOXC11",,"12q13.13","12q13","t(11;12)(p15;q13)","Acute myeloblastic leukemia without maturation (FAB type M1)",
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","SARNP","THO1, Hcc-1, CIP29","12q13.2","12q13","t(11;12)(q23;q13)","Acute myelomonocytic leukemia (FAB type M4)",
"DDIT3","CHOP10, GADD153, CHOP","12q13.1-q13.2","DDIT3","CHOP10, GADD153, CHOP","12q13.1-q13.2","12q13","t(12;16)(q13;p11)","Liposarcoma, myxoid/round cell","Softtissue"
"EWSR1","EWS","22q12.2","GDNF","ATF1, ATF2, HFB1-GDNF","5p13.1-p12","12q13","t(12;22)(q13;q12)","Clear cell sarcoma","Smallintestine"
"EWSR1","EWS","22q12.2","GDNF","ATF1, ATF2, HFB1-GDNF","5p13.1-p12","12q13","t(12;22)(q13;q12)","Clear cell sarcoma","Softtissue"
"ACTB",,"7p15-p12","GLI1",,"12q13.2-q13.3","12q13","t(7;12)(p22;q13)","Vascular and perivascular tumor, special type","Tongue"
"BCR","D22S662, CML, PHL, ALL","22q11","ABL1","JTK7, c-ABL, p150","9q34.1","12q13","t(9;22;12)(q34;q11;q13)","Chronic myeloid leukemia, aberrant translocation",
"HMGA2","BABL, LIPO","12q15","RAD51L1","REC2, hREC2, R51H2","14q23-q24.2","12q14","t(12;14)(q14;q24)","Leiomyoma","Uterus,corpus"
"HMGA2","BABL, LIPO","12q15","LPP",,"3q27-q28","12q14","t(3;12)(q28;q14)","Lipoma","Softtissue"
"BCR","D22S662, CML, PHL, ALL","22q11","ABL1","JTK7, c-ABL, p150","9q34.1","12q15","t(9;22;12)(q34;q11;q15)","Chronic myeloid leukemia, aberrant translocation",
"BCR","D22S662, CML, PHL, ALL","22q11","ABL1","JTK7, c-ABL, p150","9q34.1","12q24","t(9;22;12)(q34;q11;q24)","Chronic myeloid leukemia, aberrant translocation",
"ETV6","TEL","12p13","ETV6","TEL","12p13","13q14","t(12;13)(p13;q14)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"PAX7","Hup1","1p36.13","FOXO1","FKH1","13q14.1","13q14","t(1;13)(p36;q14)","Alveolar rhabdomyosarcoma","Softtissue"
"PAX3","HUP2","2q36.1","FOXO1","FKH1","13q14.1","13q14","t(2;13)(q36;q14)","Alveolar rhabdomyosarcoma","Softtissue"
"BCL6","ZBTB27, LAZ3, BCL5, BCL6A","3q27","BCL6","ZBTB27, LAZ3, BCL5, BCL6A","3q27","13q14","t(3;13)(q27;q14)","Follicular lymphoma",
"BCR","D22S662, CML, PHL, ALL","22q11","ABL1","JTK7, c-ABL, p150","9q34.1","13q14","t(9;13;22)(q34;q14;q11)","Chronic myeloid leukemia, aberrant translocation",
"BCR","D22S662, CML, PHL, ALL","22q11","ABL1","JTK7, c-ABL, p150","9q34.1","13q14","t(9;22;13)(q34;q11;q14)","Chronic myeloid leukemia, aberrant translocation",
"BCR","D22S662, CML, PHL, ALL","22q11","ABL1","JTK7, c-ABL, p150","9q34.1","13q21","t(9;22;13)(q34;q11;q21)","Chronic myeloid leukemia, aberrant translocation",
"IGH@","IGH","14q32.32-q32.33","TRA@","TRA","14q11.2","14q11","inv(14)(q11q32)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"IGH@","IGH","14q32.32-q32.33","TRA@","TRA","14q11.2","14q11","inv(14)(q11q32)","Angioimmunoblastic T-cell lymphoma",
"IGH@","IGH","14q32.32-q32.33","TRA@","TRA","14q11.2","14q11","inv(14)(q11q32)","Mature T- and NK-cell neoplasm, NOS",
"TRA@","TRA","14q11.2","TLX1",,"10q24.32","14q11","t(10;14)(q24;q11)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"TRA@","TRA","14q11.2","LMO2","TTG2, RHOM2, RBTN2","11p13","14q11","t(11;14)(p13;q11)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"TRA@","TRA","14q11.2","LMO1","TTG1, RHOM1","11p15","14q11","t(11;14)(p15;q11)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"TRA@","TRA","14q11.2","CEBPE","CRP1","14q11.2","14q11","t(14;14)(q11;q32)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"TRA@","TRA","14q11.2","TRA@","TRA","14q11.2","14q11","t(14;14)(q11;q32)","T-prolymphocytic leukemia",
"TRA@","TRA","14q11.2","PVRL2","PVRR2, PRR2, CD112","19q13.2-q13.4","14q11","t(14;19)(q11;q13)","Peripheral T-cell lymphoma, unspecified",
"TRA@","TRA","14q11.2","OLIG2","RACK17, OLIGO2, bHLHe19","21q22.11","14q11","t(14;21)(q11;q22)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"TRA@","TRA","14q11.2","TRB@","TRB","7q34","14q11","t(7;14)(q34;q11)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"TRA@","TRA","14q11.2","MYC","c-Myc, bHLHe39","8q24","14q11","t(8;14)(q24;q11)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"TRA@","TRA","14q11.2","CDKN2A","CDK4I, p16, INK4a, MTS1, CMM2, ARF, p19, p14, INK4, p16INK4a","9p21","14q11","t(9;14)(p21;q11)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"TRA@","TRA","14q11.2","SH2D1A","XLP, MTCP1, DSHP, XLPD, EBVS, SAP","Xq25","14q11","t(X;14)(q28;q11)","T-prolymphocytic leukemia",
"BCR","D22S662, CML, PHL, ALL","22q11","ABL1","JTK7, c-ABL, p150","9q34.1","14q13","t(9;22;14)(q34;q11;q13)","Chronic myeloid leukemia, aberrant translocation",
"BCR","D22S662, CML, PHL, ALL","22q11","ABL1","JTK7, c-ABL, p150","9q34.1","14q22","t(9;22;14)(q34;q11;q22)","Chronic myeloid leukemia, aberrant translocation",
"HMGA2","BABL, LIPO","12q15","RAD51L1","REC2, hREC2, R51H2","14q23-q24.2","14q24","t(12;14)(q14;q24)","Leiomyoma","Uterus,corpus"
"BCR","D22S662, CML, PHL, ALL","22q11","ABL1","JTK7, c-ABL, p150","9q34.1","14q24","t(9;22;14)(q34;q11;q24)","Chronic myeloid leukemia, aberrant translocation",
"IGH@","IGH","14q32.32-q32.33","TRA@","TRA","14q11.2","14q32","inv(14)(q11q32)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"IGH@","IGH","14q32.32-q32.33","TRA@","TRA","14q11.2","14q32","inv(14)(q11q32)","Angioimmunoblastic T-cell lymphoma",
"IGH@","IGH","14q32.32-q32.33","TRA@","TRA","14q11.2","14q32","inv(14)(q11q32)","Mature T- and NK-cell neoplasm, NOS",
"IGH@","IGH","14q32.32-q32.33","CCND1","U21B31","11q13","14q32","t(11;14)(q13;q32)","B-prolymphocytic leukemia",
"IGH@","IGH","14q32.32-q32.33","CCND1","U21B31","11q13","14q32","t(11;14)(q13;q32)","Chronic lymphocytic leukemia",
"IGH@","IGH","14q32.32-q32.33","CCND1","U21B31","11q13","14q32","t(11;14)(q13;q32)","Diffuse large B-cell lymphoma",
"IGH@","IGH","14q32.32-q32.33","CCND1","U21B31","11q13","14q32","t(11;14)(q13;q32)","Mantle cell lymphoma",
"IGH@","IGH","14q32.32-q32.33","CCND1","U21B31","11q13","14q32","t(11;14)(q13;q32)","Mature B-cell neoplasm, NOS",
"CCND1","U21B31","11q13","CCND1","U21B31","11q13","14q32","t(11;14)(q13;q32)","Multiple myeloma",
"IGH@","IGH","14q32.32-q32.33","CCND1","U21B31","11q13","14q32","t(11;14)(q13;q32)","Plasma cell leukemia",
"TRA@","TRA","14q11.2","CEBPE","CRP1","14q11.2","14q32","t(14;14)(q11;q32)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"TRA@","TRA","14q11.2","TRA@","TRA","14q11.2","14q32","t(14;14)(q11;q32)","T-prolymphocytic leukemia",
"IGH@","IGH","14q32.32-q32.33","MAF","c-MAF","16q22-q23","14q32","t(14;16)(q32;q23)","Multiple myeloma",
"IGH@","IGH","14q32.32-q32.33","BCL2","Bcl-2","18q21.3","14q32","t(14;18)(q32;q21)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"IGH@","IGH","14q32.32-q32.33","BCL2","Bcl-2","18q21.3","14q32","t(14;18)(q32;q21)","Burkitt lymphoma/leukemia",
"IGH@","IGH","14q32.32-q32.33","BCL2","Bcl-2","18q21.3","14q32","t(14;18)(q32;q21)","Chronic lymphocytic leukemia",
"BCL2","Bcl-2","18q21.3","BCL2","Bcl-2","18q21.3","14q32","t(14;18)(q32;q21)","Diffuse large B-cell lymphoma",
"IGH@","IGH","14q32.32-q32.33","MALT1",,"18q21","14q32","t(14;18)(q32;q21)","Extranodal marginal zone B-cell lymphoma","Eye"
"IGH@","IGH","14q32.32-q32.33","BCL2","Bcl-2","18q21.3","14q32","t(14;18)(q32;q21)","Follicular lymphoma",
"IGH@","IGH","14q32.32-q32.33","BCL2","Bcl-2","18q21.3","14q32","t(14;18)(q32;q21)","Mature B-cell neoplasm, NOS",
"IGH@","IGH","14q32.32-q32.33","CEBPA","C/EBP-alpha","19q13.1","14q32","t(14;19)(q32;q13)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"IGH@","IGH","14q32.32-q32.33","BCL3",,"19q13.1-q13.2","14q32","t(14;19)(q32;q13)","Chronic lymphocytic leukemia",
"IGH@","IGH","14q32.32-q32.33","BCL3",,"19q13.1-q13.2","14q32","t(14;19)(q32;q13)","Diffuse large B-cell lymphoma",
"IGH@","IGH","14q32.32-q32.33","BCL3",,"19q13.1-q13.2","14q32","t(14;19)(q32;q13)","Follicular lymphoma",
"IGH@","IGH","14q32.32-q32.33","BCL3",,"19q13.1-q13.2","14q32","t(14;19)(q32;q13)","Mature B-cell neoplasm, NOS",
"IGH@","IGH","14q32.32-q32.33","BCL3",,"19q13.1-q13.2","14q32","t(14;19)(q32;q13)","Nodal marginal zone B-cell lymphoma",
"IGH@","IGH","14q32.32-q32.33","BCL3",,"19q13.1-q13.2","14q32","t(14;19)(q32;q13)","Splenic marginal zone B-cell lymphoma",
"IGH@","IGH","14q32.32-q32.33","CEBPB","LAP, CRP2, NFIL6, IL6DBP","20q13.1","14q32","t(14;20)(q32;q13)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"IGH@","IGH","14q32.32-q32.33","IGL@","IGL","22q11.2","14q32","t(14;22)(q32;q11)","Chronic lymphocytic leukemia",
"IGH@","IGH","14q32.32-q32.33","BCL10","CARMEN, CIPER, mE10, c-E10, CLAP","1p22","14q32","t(1;14)(p22;q32)","Extranodal marginal zone B-cell lymphoma","Unknownsite"
"IGH@","IGH","14q32.32-q32.33","FCGR2B","CD32, CD32B","1q23","14q32","t(1;14)(q21;q32)","Follicular lymphoma",
"IGH@","IGH","14q32.32-q32.33","FOXP1","QRF1, 12CC4, HSPC215, hFKH1B","3p14.1","14q32","t(3;14)(p13;q32)","Diffuse large B-cell lymphoma",
"IGH@","IGH","14q32.32-q32.33","BCL6","ZBTB27, LAZ3, BCL5, BCL6A","3q27","14q32","t(3;14)(q27;q32)","Diffuse large B-cell lymphoma",
"BCL6","ZBTB27, LAZ3, BCL5, BCL6A","3q27","BCL6","ZBTB27, LAZ3, BCL5, BCL6A","3q27","14q32","t(3;14)(q27;q32)","Follicular lymphoma",
"IGH@","IGH","14q32.32-q32.33","BCL6","ZBTB27, LAZ3, BCL5, BCL6A","3q27","14q32","t(3;14)(q27;q32)","Mature B-cell neoplasm, NOS",
"BCL6","ZBTB27, LAZ3, BCL5, BCL6A","3q27","BCL2","Bcl-2","18q21.3","14q32","t(3;14;18)(q27;q32;q21)","Follicular lymphoma",
"IGH@","IGH","14q32.32-q32.33","FGFR3","CEK2, JTK4, CD333","4p16.3","14q32","t(4;14)(p16;q32)","Multiple myeloma",
"BCL11B","CTIP-2, CTIP2, hRIT1-alpha","14q32","NKX2-5","CSX1, NKX2.5, NKX4-1","5q34","14q32","t(5;14)(q35;q32)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"IGH@","IGH","14q32.32-q32.33","CCND3",,"6p21","14q32","t(6;14)(p21;q32)","Diffuse large B-cell lymphoma",
"IGH@","IGH","14q32.32-q32.33","CCND3",,"6p21","14q32","t(6;14)(p21;q32)","Splenic marginal zone B-cell lymphoma",
"IGH@","IGH","14q32.32-q32.33","ID4","bHLHb27","6p22.3","14q32","t(6;14)(p22;q32)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"IGH@","IGH","14q32.32-q32.33","CDK6","PLSTIRE","7q21-q22","14q32","t(7;14)(q21;q32)","Chronic lymphocytic leukemia",
"IGH@","IGH","14q32.32-q32.33","CEBPD","CRP3, CELF, C/EBP-delta, NF-IL6-beta","8p11.2-p11.1","14q32","t(8;14)(q11;q32)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"IGH@","IGH","14q32.32-q32.33","MYC","c-Myc, bHLHe39","8q24","14q32","t(8;14)(q24;q32)","Acute lymphoblastic leukemia/lymphoblastic lymphoma",
"IGH@","IGH","14q32.32-q32.33","MYC","c-Myc, bHLHe39","8q24","14q32","t(8;14)(q24;q32)","B-prolymphocytic leukemia",
"IGH@","IGH","14q32.32-q32.33","MYC","c-Myc, bHLHe39","8q24","14q32","t(8;14)(q24;q32)","Burkitt lymphoma/leukemia",
